Cluster = 0
Genus: blennosperma 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: primula 	 NumberInCluster: 2 	 PercentageInCluster: 0.068966
Genus: frasera 	 NumberInCluster: 5 	 PercentageInCluster: 0.263158
Genus: sparganium 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: lesquerella 	 NumberInCluster: 5 	 PercentageInCluster: 0.049505
Genus: cordylanthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.068182
Genus: scirpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: whipplea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rupertia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: polypodium 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: minuartia 	 NumberInCluster: 3 	 PercentageInCluster: 0.071429
Genus: aruncus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: grindelia 	 NumberInCluster: 7 	 PercentageInCluster: 0.127273
Genus: oxalis 	 NumberInCluster: 3 	 PercentageInCluster: 0.076923
Genus: cryptogramma 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: cerastium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: sanicula 	 NumberInCluster: 6 	 PercentageInCluster: 0.230769
Genus: nephrophyllidium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: corydalis 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: navarretia 	 NumberInCluster: 8 	 PercentageInCluster: 0.148148
Genus: pteryxia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: horkelia 	 NumberInCluster: 6 	 PercentageInCluster: 0.162162
Genus: nemophila 	 NumberInCluster: 5 	 PercentageInCluster: 0.250000
Genus: draba 	 NumberInCluster: 12 	 PercentageInCluster: 0.080537
Genus: nama 	 NumberInCluster: 3 	 PercentageInCluster: 0.107143
Genus: helianthella 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: claytonia 	 NumberInCluster: 10 	 PercentageInCluster: 0.178571
Genus: mertensia 	 NumberInCluster: 6 	 PercentageInCluster: 0.187500
Genus: coptis 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: saxifragopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: deschampsia 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: vulpia 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: agoseris 	 NumberInCluster: 5 	 PercentageInCluster: 0.227273
Genus: lilium 	 NumberInCluster: 2 	 PercentageInCluster: 0.045455
Genus: cardionema 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: campanula 	 NumberInCluster: 4 	 PercentageInCluster: 0.114286
Genus: sphenosciadium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: centromadia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: arenaria 	 NumberInCluster: 8 	 PercentageInCluster: 0.133333
Genus: alisma 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: leptosiphon 	 NumberInCluster: 7 	 PercentageInCluster: 0.170732
Genus: ribes 	 NumberInCluster: 14 	 PercentageInCluster: 0.145833
Genus: leymus 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: torreyochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lilaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: crupina 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: triteleia 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: festuca 	 NumberInCluster: 5 	 PercentageInCluster: 0.080645
Genus: astragalus 	 NumberInCluster: 68 	 PercentageInCluster: 0.110569
Genus: eatonella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lepidium 	 NumberInCluster: 8 	 PercentageInCluster: 0.084211
Genus: sorbus 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: euphorbia 	 NumberInCluster: 1 	 PercentageInCluster: 0.011364
Genus: echinops 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: elyhordeum 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: romanzoffia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: equisetum 	 NumberInCluster: 3 	 PercentageInCluster: 0.150000
Genus: townsendia 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: fraxinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: actaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: prosartes 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: cuscuta 	 NumberInCluster: 5 	 PercentageInCluster: 0.066667
Genus: morella 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: calystegia 	 NumberInCluster: 3 	 PercentageInCluster: 0.054545
Genus: sisyrinchium 	 NumberInCluster: 5 	 PercentageInCluster: 0.111111
Genus: tolmiea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: fritillaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.173913
Genus: calamagrostis 	 NumberInCluster: 4 	 PercentageInCluster: 0.105263
Genus: spergularia 	 NumberInCluster: 4 	 PercentageInCluster: 0.235294
Genus: halimolobos 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: gratiola 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: moenchia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: plagiobothrys 	 NumberInCluster: 10 	 PercentageInCluster: 0.140845
Genus: rhododendron 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: silene 	 NumberInCluster: 16 	 PercentageInCluster: 0.107383
Genus: bolandra 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: oemleria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pentagramma 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cassiope 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: lewisia 	 NumberInCluster: 4 	 PercentageInCluster: 0.137931
Genus: alnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: canbya 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sericocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: cichorium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pediocactus 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: atriplex 	 NumberInCluster: 3 	 PercentageInCluster: 0.025641
Genus: glyceria 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: damasonium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: raillardella 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: cynara 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: amelanchier 	 NumberInCluster: 3 	 PercentageInCluster: 0.107143
Genus: phacelia 	 NumberInCluster: 26 	 PercentageInCluster: 0.115556
Genus: crepis 	 NumberInCluster: 11 	 PercentageInCluster: 0.215686
Genus: lipocarpha 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: gagea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: arum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: petrophytum 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: hymenopappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: spartium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anthemis 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: mitella 	 NumberInCluster: 5 	 PercentageInCluster: 0.333333
Genus: polygonum 	 NumberInCluster: 11 	 PercentageInCluster: 0.103774
Genus: corispermum 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: ancistrocarphus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hierochloe 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: tauschia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: brodiaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: ligusticum 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: rumex 	 NumberInCluster: 4 	 PercentageInCluster: 0.054795
Genus: achillea 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: plectritis 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: arceuthobium 	 NumberInCluster: 5 	 PercentageInCluster: 0.227273
Genus: spartina 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: oenothera 	 NumberInCluster: 1 	 PercentageInCluster: 0.010000
Genus: cymopterus 	 NumberInCluster: 2 	 PercentageInCluster: 0.046512
Genus: elmera 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: helleborus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pleuropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: viburnum 	 NumberInCluster: 1 	 PercentageInCluster: 0.031250
Genus: sclerocactus 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: collomia 	 NumberInCluster: 5 	 PercentageInCluster: 0.312500
Genus: oxytropis 	 NumberInCluster: 1 	 PercentageInCluster: 0.015152
Genus: lotus 	 NumberInCluster: 10 	 PercentageInCluster: 0.121951
Genus: stachys 	 NumberInCluster: 5 	 PercentageInCluster: 0.119048
Genus: piperia 	 NumberInCluster: 6 	 PercentageInCluster: 0.500000
Genus: tragopogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: polystichum 	 NumberInCluster: 4 	 PercentageInCluster: 0.133333
Genus: plantago 	 NumberInCluster: 7 	 PercentageInCluster: 0.148936
Genus: erodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: hulsea 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: pedicularis 	 NumberInCluster: 11 	 PercentageInCluster: 0.157143
Genus: scabiosa 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: ericameria 	 NumberInCluster: 6 	 PercentageInCluster: 0.078947
Genus: orobanche 	 NumberInCluster: 5 	 PercentageInCluster: 0.161290
Genus: fragaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.222222
Genus: collinsia 	 NumberInCluster: 5 	 PercentageInCluster: 0.147059
Genus: picea 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: polemonium 	 NumberInCluster: 5 	 PercentageInCluster: 0.135135
Genus: arbutus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ononis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: physaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.047619
Genus: chorizanthe 	 NumberInCluster: 1 	 PercentageInCluster: 0.019608
Genus: glehnia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: thalictrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: sclerolinon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clarkia 	 NumberInCluster: 7 	 PercentageInCluster: 0.095890
Genus: streptopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: verbascum 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: rubus 	 NumberInCluster: 11 	 PercentageInCluster: 0.042636
Genus: ipomopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.057692
Genus: chrysosplenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: fumaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: enceliopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: centaurea 	 NumberInCluster: 2 	 PercentageInCluster: 0.055556
Genus: amsinckia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: nemacladus 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: balsamorhiza 	 NumberInCluster: 13 	 PercentageInCluster: 0.541667
Genus: chenopodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.013889
Genus: sagina 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: anelsonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: coleanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sarcobatus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: brassica 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: luina 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: microseris 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: isolepis 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: heuchera 	 NumberInCluster: 9 	 PercentageInCluster: 0.121622
Genus: selaginella 	 NumberInCluster: 2 	 PercentageInCluster: 0.033333
Genus: cardamine 	 NumberInCluster: 11 	 PercentageInCluster: 0.159420
Genus: pleuricospora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: descurainia 	 NumberInCluster: 3 	 PercentageInCluster: 0.115385
Genus: tonestus 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: brickellia 	 NumberInCluster: 1 	 PercentageInCluster: 0.016949
Genus: juniperus 	 NumberInCluster: 3 	 PercentageInCluster: 0.125000
Genus: camassia 	 NumberInCluster: 5 	 PercentageInCluster: 0.312500
Genus: triglochin 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: agastache 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: douglasia 	 NumberInCluster: 6 	 PercentageInCluster: 0.461538
Genus: epilobium 	 NumberInCluster: 6 	 PercentageInCluster: 0.109091
Genus: callitriche 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: amaranthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.019608
Genus: carex 	 NumberInCluster: 40 	 PercentageInCluster: 0.057637
Genus: chaetadelpha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psilocarphus 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: agropogon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lupinus 	 NumberInCluster: 61 	 PercentageInCluster: 0.178363
Genus: packera 	 NumberInCluster: 7 	 PercentageInCluster: 0.102941
Genus: phlox 	 NumberInCluster: 12 	 PercentageInCluster: 0.078947
Genus: lonicera 	 NumberInCluster: 7 	 PercentageInCluster: 0.134615
Genus: solidago 	 NumberInCluster: 2 	 PercentageInCluster: 0.013889
Genus: tiarella 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: abies 	 NumberInCluster: 5 	 PercentageInCluster: 0.277778
Genus: hackelia 	 NumberInCluster: 10 	 PercentageInCluster: 0.238095
Genus: arnica 	 NumberInCluster: 3 	 PercentageInCluster: 0.066667
Genus: aliciella 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: valeriana 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: mirabilis 	 NumberInCluster: 3 	 PercentageInCluster: 0.081081
Genus: veronica 	 NumberInCluster: 3 	 PercentageInCluster: 0.068182
Genus: synthyris 	 NumberInCluster: 8 	 PercentageInCluster: 0.470588
Genus: cicuta 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: perideridia 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: arabis 	 NumberInCluster: 27 	 PercentageInCluster: 0.184932
Genus: cotoneaster 	 NumberInCluster: 7 	 PercentageInCluster: 0.411765
Genus: galium 	 NumberInCluster: 14 	 PercentageInCluster: 0.088050
Genus: leucanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: dichelostemma 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: jaumea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: besseya 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: stroganowia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lathyrus 	 NumberInCluster: 21 	 PercentageInCluster: 0.276316
Genus: vancouveria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: asclepias 	 NumberInCluster: 2 	 PercentageInCluster: 0.021978
Genus: helianthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.012346
Genus: viola 	 NumberInCluster: 12 	 PercentageInCluster: 0.066667
Genus: erysimum 	 NumberInCluster: 4 	 PercentageInCluster: 0.111111
Genus: pellaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: sanguisorba 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: rudbeckia 	 NumberInCluster: 1 	 PercentageInCluster: 0.024390
Genus: pectocarya 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: cacaliopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hyacinthoides 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cakile 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: logfia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: hemizonella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: parnassia 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: gilia 	 NumberInCluster: 4 	 PercentageInCluster: 0.054795
Genus: stenotus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: atropa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bromus 	 NumberInCluster: 7 	 PercentageInCluster: 0.102941
Genus: gymnosteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: blepharipappus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: polypogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: asarum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: allium 	 NumberInCluster: 18 	 PercentageInCluster: 0.121622
Genus: orthocarpus 	 NumberInCluster: 5 	 PercentageInCluster: 0.357143
Genus: ceanothus 	 NumberInCluster: 3 	 PercentageInCluster: 0.035294
Genus: potentilla 	 NumberInCluster: 8 	 PercentageInCluster: 0.059701
Genus: cytisus 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: trichostema 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: prunus 	 NumberInCluster: 4 	 PercentageInCluster: 0.045977
Genus: ballota 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: allotropa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rosa 	 NumberInCluster: 4 	 PercentageInCluster: 0.047619
Genus: crataegus 	 NumberInCluster: 1 	 PercentageInCluster: 0.005128
Genus: cleome 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: achlys 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: calocedrus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thermopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: alopecurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: psorothamnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: ranunculus 	 NumberInCluster: 8 	 PercentageInCluster: 0.056738
Genus: monardella 	 NumberInCluster: 4 	 PercentageInCluster: 0.068966
Genus: erechtites 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: lilaeopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: nothocalais 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: arctostaphylos 	 NumberInCluster: 3 	 PercentageInCluster: 0.025641
Genus: calypso 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: erythronium 	 NumberInCluster: 5 	 PercentageInCluster: 0.147059
Genus: pyrrocoma 	 NumberInCluster: 5 	 PercentageInCluster: 0.151515
Genus: mimulus 	 NumberInCluster: 14 	 PercentageInCluster: 0.123894
Genus: sidalcea 	 NumberInCluster: 11 	 PercentageInCluster: 0.171875
Genus: linaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: melica 	 NumberInCluster: 5 	 PercentageInCluster: 0.178571
Genus: heterotheca 	 NumberInCluster: 2 	 PercentageInCluster: 0.041667
Genus: malus 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: euonymus 	 NumberInCluster: 2 	 PercentageInCluster: 0.086957
Genus: maianthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: caulanthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: gamochaeta 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: salix 	 NumberInCluster: 6 	 PercentageInCluster: 0.035714
Genus: abronia 	 NumberInCluster: 4 	 PercentageInCluster: 0.137931
Genus: oreostemma 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: pholistoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: berberis 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: clematis 	 NumberInCluster: 3 	 PercentageInCluster: 0.056604
Genus: cypripedium 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: cistanthe 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: lycium 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: carduus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: kumlienia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: poa 	 NumberInCluster: 15 	 PercentageInCluster: 0.144231
Genus: keckiella 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: phyllospadix 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: phemeranthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: myriophyllum 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: veratrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: gentiana 	 NumberInCluster: 3 	 PercentageInCluster: 0.076923
Genus: monolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: lasthenia 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: botrychium 	 NumberInCluster: 1 	 PercentageInCluster: 0.027027
Genus: centaurium 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: ilex 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: valerianella 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: olsynium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: iris 	 NumberInCluster: 2 	 PercentageInCluster: 0.030769
Genus: nicotiana 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: armeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: philadelphus 	 NumberInCluster: 2 	 PercentageInCluster: 0.057143
Genus: parietaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: vesicarpa 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: myosotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: pentaglottis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: castilleja 	 NumberInCluster: 28 	 PercentageInCluster: 0.173913
Genus: ionactis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: sarcocornia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: daphne 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ambrosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: pinguicula 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: meconella 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: dodecatheon 	 NumberInCluster: 5 	 PercentageInCluster: 0.131579
Genus: sarcodes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: erigeron 	 NumberInCluster: 25 	 PercentageInCluster: 0.094697
Genus: elymus 	 NumberInCluster: 6 	 PercentageInCluster: 0.090909
Genus: genista 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: howellia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cylindropuntia 	 NumberInCluster: 1 	 PercentageInCluster: 0.025641
Genus: streptanthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.031746
Genus: ledum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: leucophysalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sorbaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: chrysothamnus 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: helenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: artemisia 	 NumberInCluster: 9 	 PercentageInCluster: 0.089109
Genus: pityopus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: madia 	 NumberInCluster: 5 	 PercentageInCluster: 0.333333
Genus: filipendula 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: thelypodium 	 NumberInCluster: 3 	 PercentageInCluster: 0.107143
Genus: salvia 	 NumberInCluster: 3 	 PercentageInCluster: 0.035294
Genus: trifolium 	 NumberInCluster: 27 	 PercentageInCluster: 0.181208
Genus: pseudotsuga 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: delphinium 	 NumberInCluster: 13 	 PercentageInCluster: 0.122642
Genus: scribneria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: baldellia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acer 	 NumberInCluster: 3 	 PercentageInCluster: 0.075000
Genus: githopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: angelica 	 NumberInCluster: 5 	 PercentageInCluster: 0.200000
Genus: gayophytum 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: thelypteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.013333
Genus: garrya 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: eleocharis 	 NumberInCluster: 2 	 PercentageInCluster: 0.022989
Genus: hordeum 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: oenanthe 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: platanthera 	 NumberInCluster: 2 	 PercentageInCluster: 0.035088
Genus: pinus 	 NumberInCluster: 6 	 PercentageInCluster: 0.083333
Genus: eryngium 	 NumberInCluster: 3 	 PercentageInCluster: 0.073171
Genus: porophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: stephanomeria 	 NumberInCluster: 6 	 PercentageInCluster: 0.222222
Genus: galeopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: luzula 	 NumberInCluster: 2 	 PercentageInCluster: 0.045455
Genus: impatiens 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: eurybia 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Cluster = 3
Genus: tumamoca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: senna 	 NumberInCluster: 2 	 PercentageInCluster: 0.039216
Genus: senecio 	 NumberInCluster: 6 	 PercentageInCluster: 0.069767
Genus: fagonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: eriophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
