Cluster = 0
Genus: ocimum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: asplenium 	 NumberInCluster: 3 	 PercentageInCluster: 0.029703
Genus: trichocoronis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: odontonema 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: calylophus 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: neolloydia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: karwinskia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chloris 	 NumberInCluster: 8 	 PercentageInCluster: 0.363636
Genus: stenorrhynchos 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: parthenium 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: smilax 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: centaurium 	 NumberInCluster: 5 	 PercentageInCluster: 0.227273
Genus: dalbergia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: ilex 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: valerianella 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: lippia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: iris 	 NumberInCluster: 1 	 PercentageInCluster: 0.015385
Genus: malacomeles 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nicotiana 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: capraria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: blechum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sapium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: canavalia 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: paronychia 	 NumberInCluster: 10 	 PercentageInCluster: 0.222222
Genus: ernodea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pappophorum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: agave 	 NumberInCluster: 8 	 PercentageInCluster: 0.181818
Genus: pilea 	 NumberInCluster: 2 	 PercentageInCluster: 0.086957
Genus: desmanthus 	 NumberInCluster: 6 	 PercentageInCluster: 0.400000
Genus: sideroxylon 	 NumberInCluster: 4 	 PercentageInCluster: 0.210526
Genus: adenanthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: emilia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: selinocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: rhynchospora 	 NumberInCluster: 4 	 PercentageInCluster: 0.038462
Genus: cocos 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: symphyotrichum 	 NumberInCluster: 4 	 PercentageInCluster: 0.027211
Genus: castilleja 	 NumberInCluster: 7 	 PercentageInCluster: 0.043478
Genus: bartonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lithospermum 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: ambrosia 	 NumberInCluster: 2 	 PercentageInCluster: 0.066667
Genus: pteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: coccinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tradescantia 	 NumberInCluster: 16 	 PercentageInCluster: 0.380952
Genus: celosia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: erigeron 	 NumberInCluster: 4 	 PercentageInCluster: 0.015152
Genus: peperomia 	 NumberInCluster: 5 	 PercentageInCluster: 0.094340
Genus: bougainvillea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: jasminum 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: cylindropuntia 	 NumberInCluster: 3 	 PercentageInCluster: 0.076923
Genus: myrcianthes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: drymaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: pseudogynoxys 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psychotria 	 NumberInCluster: 2 	 PercentageInCluster: 0.043478
Genus: physostegia 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: omphalodes 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hermannia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tectaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: indigofera 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: helenium 	 NumberInCluster: 5 	 PercentageInCluster: 0.178571
Genus: marshallia 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: stillingia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: croton 	 NumberInCluster: 20 	 PercentageInCluster: 0.317460
Genus: kalanchoe 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: thelypodium 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: mammillaria 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: odontosoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: stemodia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: trifolium 	 NumberInCluster: 1 	 PercentageInCluster: 0.006711
Genus: cosmos 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: phyllanthus 	 NumberInCluster: 10 	 PercentageInCluster: 0.303030
Genus: ebenopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gouania 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: cymodocea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pterocaulon 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: batesimalva 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stellaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: luffa 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: mangifera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anulocaulis 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: solandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: echinomastus 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: machaonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cassia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: acacia 	 NumberInCluster: 9 	 PercentageInCluster: 0.169811
Genus: cassytha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cyanthillium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tillandsia 	 NumberInCluster: 4 	 PercentageInCluster: 0.166667
Genus: pentalinon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: melochia 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: tectona 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: verbesina 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: garrya 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: lupinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.002924
Genus: desmodium 	 NumberInCluster: 8 	 PercentageInCluster: 0.114286
Genus: dichanthium 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: dyschoriste 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: pseudelephantopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: evax 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: schaefferia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: florestina 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xylothamia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pectis 	 NumberInCluster: 3 	 PercentageInCluster: 0.120000
Genus: pinus 	 NumberInCluster: 2 	 PercentageInCluster: 0.027778
Genus: aristolochia 	 NumberInCluster: 9 	 PercentageInCluster: 0.409091
Genus: matelea 	 NumberInCluster: 8 	 PercentageInCluster: 0.285714
Genus: abutilon 	 NumberInCluster: 8 	 PercentageInCluster: 0.333333
Genus: calliandra 	 NumberInCluster: 5 	 PercentageInCluster: 0.454545
Genus: eryngium 	 NumberInCluster: 2 	 PercentageInCluster: 0.048780
Genus: ixora 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: gymnanthes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: poliomintha 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: taxodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: prescotia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cynodon 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: pedilanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: agalinis 	 NumberInCluster: 4 	 PercentageInCluster: 0.095238
Genus: rhizophora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: samanea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trichostigma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: styrax 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Cluster = 3
Genus: blennosperma 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: oxytropis 	 NumberInCluster: 1 	 PercentageInCluster: 0.015152
Genus: senna 	 NumberInCluster: 3 	 PercentageInCluster: 0.058824
Genus: senecio 	 NumberInCluster: 13 	 PercentageInCluster: 0.151163
Genus: boykinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: dodecahema 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: fagonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pittosporum 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: schinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: dendromecon 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: eriophyllum 	 NumberInCluster: 21 	 PercentageInCluster: 0.777778
Genus: delosperma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trichophorum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lithophragma 	 NumberInCluster: 9 	 PercentageInCluster: 0.692308
Genus: triteleia 	 NumberInCluster: 20 	 PercentageInCluster: 0.769231
Genus: dalea 	 NumberInCluster: 2 	 PercentageInCluster: 0.022472
Genus: arctotheca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hypericum 	 NumberInCluster: 3 	 PercentageInCluster: 0.044776
Genus: melampodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: rorippa 	 NumberInCluster: 4 	 PercentageInCluster: 0.093023
Genus: viscum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: geranium 	 NumberInCluster: 8 	 PercentageInCluster: 0.142857
Genus: velezia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: myrica 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: festuca 	 NumberInCluster: 6 	 PercentageInCluster: 0.096774
Genus: bellardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hydrocotyle 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: lavatera 	 NumberInCluster: 6 	 PercentageInCluster: 0.750000
Genus: linanthus 	 NumberInCluster: 11 	 PercentageInCluster: 0.550000
Genus: symphoricarpos 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: goodmania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: astragalus 	 NumberInCluster: 123 	 PercentageInCluster: 0.200000
Genus: verbena 	 NumberInCluster: 5 	 PercentageInCluster: 0.090909
Genus: carlquistia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cucumis 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: aponogeton 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: puccinellia 	 NumberInCluster: 3 	 PercentageInCluster: 0.078947
Genus: mesembryanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: aspidotis 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: oncosiphon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: piperia 	 NumberInCluster: 6 	 PercentageInCluster: 0.500000
Genus: mucronea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: malosma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: isoetes 	 NumberInCluster: 1 	 PercentageInCluster: 0.018868
Genus: lepidium 	 NumberInCluster: 17 	 PercentageInCluster: 0.178947
Genus: escallonia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: asparagus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: tuctoria 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: agoseris 	 NumberInCluster: 6 	 PercentageInCluster: 0.272727
Genus: bryonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: penstemon 	 NumberInCluster: 66 	 PercentageInCluster: 0.170103
Genus: lomatium 	 NumberInCluster: 31 	 PercentageInCluster: 0.274336
Genus: cleomella 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: tripterocalyx 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: monolopia 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: turricula 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polygala 	 NumberInCluster: 7 	 PercentageInCluster: 0.087500
Genus: limnophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: herniaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: lamiastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: smelowskia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: bursera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: crypsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: escobaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: chrysolepis 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: trigonella 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: aeonium 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: downingia 	 NumberInCluster: 14 	 PercentageInCluster: 0.636364
Genus: comarostaphylis 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: asyneuma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phacelia 	 NumberInCluster: 81 	 PercentageInCluster: 0.360000
Genus: polypogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: schoenoplectus 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: baccharis 	 NumberInCluster: 6 	 PercentageInCluster: 0.240000
Genus: argythamnia 	 NumberInCluster: 3 	 PercentageInCluster: 0.125000
Genus: scrophularia 	 NumberInCluster: 7 	 PercentageInCluster: 0.333333
Genus: constancea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lythrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: oxystylis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trillium 	 NumberInCluster: 8 	 PercentageInCluster: 0.166667
Genus: aristotelia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: legousia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: karroochloa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: echinocereus 	 NumberInCluster: 4 	 PercentageInCluster: 0.070175
Genus: maytenus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: limnanthes 	 NumberInCluster: 20 	 PercentageInCluster: 0.909091
Genus: platanthera 	 NumberInCluster: 3 	 PercentageInCluster: 0.052632
Genus: drosera 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: rumex 	 NumberInCluster: 4 	 PercentageInCluster: 0.054795
Genus: gentianopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: bensoniella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: diplacus 	 NumberInCluster: 14 	 PercentageInCluster: 1.000000
Genus: sedum 	 NumberInCluster: 21 	 PercentageInCluster: 0.291667
Genus: cornus 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: hesperolinon 	 NumberInCluster: 12 	 PercentageInCluster: 0.923077
Genus: grusonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: calochortus 	 NumberInCluster: 52 	 PercentageInCluster: 0.666667
Genus: scutellaria 	 NumberInCluster: 8 	 PercentageInCluster: 0.105263
Genus: delphinium 	 NumberInCluster: 48 	 PercentageInCluster: 0.452830
Genus: ziziphus 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: pickeringia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: limnobium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: quercus 	 NumberInCluster: 43 	 PercentageInCluster: 0.186957
Genus: avena 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: ivesia 	 NumberInCluster: 24 	 PercentageInCluster: 0.558140
Genus: mentzelia 	 NumberInCluster: 16 	 PercentageInCluster: 0.181818
Genus: lagophylla 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: eriogonum 	 NumberInCluster: 159 	 PercentageInCluster: 0.364679
Genus: benitoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cryptantha 	 NumberInCluster: 35 	 PercentageInCluster: 0.250000
Genus: petalonyx 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: arctostaphylos 	 NumberInCluster: 105 	 PercentageInCluster: 0.897436
Genus: marina 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: aralia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: bromus 	 NumberInCluster: 8 	 PercentageInCluster: 0.117647
Genus: heliotropium 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: avicennia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: iliamna 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: brandegea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: osteospermum 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ilex 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: moraea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: enemion 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: loeflingia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: stanleya 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: howelliella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hemizonia 	 NumberInCluster: 14 	 PercentageInCluster: 1.000000
Genus: osmorhiza 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: cupressus 	 NumberInCluster: 11 	 PercentageInCluster: 0.785714
Genus: gazania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: populus 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: ptilagrostis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: eucephalus 	 NumberInCluster: 4 	 PercentageInCluster: 0.307692
Genus: chaenactis 	 NumberInCluster: 13 	 PercentageInCluster: 0.500000
Genus: draperia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cissus 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: medicago 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: larrea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sequoia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: olneya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: parkinsonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cirsium 	 NumberInCluster: 22 	 PercentageInCluster: 0.198198
Genus: cynoglossum 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: deinandra 	 NumberInCluster: 16 	 PercentageInCluster: 1.000000
Genus: apium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: syntrichopappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: agrostis 	 NumberInCluster: 9 	 PercentageInCluster: 0.272727
Genus: symphyotrichum 	 NumberInCluster: 6 	 PercentageInCluster: 0.040816
Genus: lobelia 	 NumberInCluster: 3 	 PercentageInCluster: 0.040000
Genus: horkeliella 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: holocarpha 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: chamaesyce 	 NumberInCluster: 9 	 PercentageInCluster: 0.075630
Genus: cinna 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: anemone 	 NumberInCluster: 3 	 PercentageInCluster: 0.062500
Genus: neogaerrhinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tolpis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pentachaeta 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: xylorhiza 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: pseudognaphalium 	 NumberInCluster: 7 	 PercentageInCluster: 0.212121
Genus: phalacroseris 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: datura 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: wolffia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: umbellularia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: frangula 	 NumberInCluster: 9 	 PercentageInCluster: 0.409091
Genus: grindelia 	 NumberInCluster: 12 	 PercentageInCluster: 0.218182
Genus: tetracoccus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: agnorhiza 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: halimium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neostapfia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: crassula 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: aphanisma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: glossopetalon 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: phalaris 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: arthrocnemum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dicentra 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: aristocapsa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mahonia 	 NumberInCluster: 5 	 PercentageInCluster: 0.384615
Genus: acalypha 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: marah 	 NumberInCluster: 9 	 PercentageInCluster: 0.818182
Genus: wigandia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pseudocydonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: teesdalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tanacetum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: pistacia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: heteranthemis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: antennaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.035088
Genus: collinsia 	 NumberInCluster: 28 	 PercentageInCluster: 0.823529
Genus: echinochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: vicia 	 NumberInCluster: 4 	 PercentageInCluster: 0.086957
Genus: narthecium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cyanopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: picea 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: condalia 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: achnatherum 	 NumberInCluster: 8 	 PercentageInCluster: 0.195122
Genus: hieracium 	 NumberInCluster: 3 	 PercentageInCluster: 0.037037
Genus: primula 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: libertia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bituminaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gratiola 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: cordylanthus 	 NumberInCluster: 30 	 PercentageInCluster: 0.681818
Genus: muhlenbergia 	 NumberInCluster: 3 	 PercentageInCluster: 0.042857
Genus: achyrachaena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: palafoxia 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: scirpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: whipplea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rupertia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: polypodium 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: ephedra 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: minuartia 	 NumberInCluster: 8 	 PercentageInCluster: 0.190476
Genus: themeda 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: encelia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: galenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ammoselinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ruta 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: petrorhagia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: nemacaulis 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: jarava 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oxalis 	 NumberInCluster: 7 	 PercentageInCluster: 0.179487
Genus: scopulophila 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: laurus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pediomelum 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: gambelia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: parentucellia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sarcocornia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cerastium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: sanicula 	 NumberInCluster: 10 	 PercentageInCluster: 0.384615
Genus: stanfordia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: corydalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: navarretia 	 NumberInCluster: 41 	 PercentageInCluster: 0.759259
Genus: pteryxia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: podistera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: erysimum 	 NumberInCluster: 15 	 PercentageInCluster: 0.416667
Genus: nemophila 	 NumberInCluster: 11 	 PercentageInCluster: 0.550000
Genus: pseudorontium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lampranthus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
