Cluster = 0
Cluster = 1
Genus: blennosperma 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: antennaria 	 NumberInCluster: 18 	 PercentageInCluster: 0.315789
Genus: juncus 	 NumberInCluster: 19 	 PercentageInCluster: 0.111765
Genus: corallorhiza 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: achnatherum 	 NumberInCluster: 12 	 PercentageInCluster: 0.292683
Genus: piptatherum 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: hieracium 	 NumberInCluster: 7 	 PercentageInCluster: 0.086420
Genus: primula 	 NumberInCluster: 2 	 PercentageInCluster: 0.068966
Genus: frasera 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: sparganium 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: cordylanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.022727
Genus: muhlenbergia 	 NumberInCluster: 1 	 PercentageInCluster: 0.014286
Genus: scirpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: rupertia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: polypodium 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: tiquilia 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: minuartia 	 NumberInCluster: 6 	 PercentageInCluster: 0.142857
Genus: encelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: picrothamnus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: waldsteinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: paeonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: cryptogramma 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: pediomelum 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: cerastium 	 NumberInCluster: 2 	 PercentageInCluster: 0.044444
Genus: sanicula 	 NumberInCluster: 1 	 PercentageInCluster: 0.038462
Genus: navarretia 	 NumberInCluster: 9 	 PercentageInCluster: 0.166667
Genus: pteryxia 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: horkelia 	 NumberInCluster: 2 	 PercentageInCluster: 0.054054
Genus: potentilla 	 NumberInCluster: 20 	 PercentageInCluster: 0.149254
Genus: draba 	 NumberInCluster: 27 	 PercentageInCluster: 0.181208
Genus: stenanthium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: nama 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: circaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: helianthella 	 NumberInCluster: 4 	 PercentageInCluster: 0.363636
Genus: claytonia 	 NumberInCluster: 18 	 PercentageInCluster: 0.321429
Genus: mertensia 	 NumberInCluster: 11 	 PercentageInCluster: 0.343750
Genus: coptis 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: pyrola 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: deschampsia 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: vulpia 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: agoseris 	 NumberInCluster: 6 	 PercentageInCluster: 0.272727
Genus: glossopetalon 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: clintonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: lilium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022727
Genus: campanula 	 NumberInCluster: 4 	 PercentageInCluster: 0.114286
Genus: arenaria 	 NumberInCluster: 11 	 PercentageInCluster: 0.183333
Genus: leptosiphon 	 NumberInCluster: 3 	 PercentageInCluster: 0.073171
Genus: ribes 	 NumberInCluster: 16 	 PercentageInCluster: 0.166667
Genus: leymus 	 NumberInCluster: 7 	 PercentageInCluster: 0.304348
Genus: torreyochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lilaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: triteleia 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: festuca 	 NumberInCluster: 15 	 PercentageInCluster: 0.241935
Genus: astragalus 	 NumberInCluster: 98 	 PercentageInCluster: 0.159350
Genus: platyschkuhria 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: agrostemma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: lepidium 	 NumberInCluster: 13 	 PercentageInCluster: 0.136842
Genus: sorbus 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: euphorbia 	 NumberInCluster: 1 	 PercentageInCluster: 0.011364
Genus: echinops 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: romanzoffia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: equisetum 	 NumberInCluster: 3 	 PercentageInCluster: 0.150000
Genus: townsendia 	 NumberInCluster: 13 	 PercentageInCluster: 0.393939
Genus: actaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: prosartes 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: cuscuta 	 NumberInCluster: 6 	 PercentageInCluster: 0.080000
Genus: laburnum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sisyrinchium 	 NumberInCluster: 7 	 PercentageInCluster: 0.155556
Genus: oreoxis 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: tetraneuris 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: fritillaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.173913
Genus: calamagrostis 	 NumberInCluster: 4 	 PercentageInCluster: 0.105263
Genus: myrrhis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dicoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: spergularia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: suksdorfia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: halimolobos 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: gratiola 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: lesquerella 	 NumberInCluster: 20 	 PercentageInCluster: 0.198020
Genus: leucopoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trientalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: cheilanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: plagiobothrys 	 NumberInCluster: 1 	 PercentageInCluster: 0.014085
Genus: rhododendron 	 NumberInCluster: 3 	 PercentageInCluster: 0.075000
Genus: silene 	 NumberInCluster: 18 	 PercentageInCluster: 0.120805
Genus: oplopanax 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cassiope 	 NumberInCluster: 5 	 PercentageInCluster: 0.555556
Genus: lewisia 	 NumberInCluster: 8 	 PercentageInCluster: 0.275862
Genus: alnus 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: adiantum 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: adonis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: caltha 	 NumberInCluster: 5 	 PercentageInCluster: 0.555556
Genus: tragopogon 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: pediocactus 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: schoenocrambe 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hesperochiron 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pseudelymus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: amelanchier 	 NumberInCluster: 3 	 PercentageInCluster: 0.107143
Genus: phacelia 	 NumberInCluster: 21 	 PercentageInCluster: 0.093333
Genus: crepis 	 NumberInCluster: 19 	 PercentageInCluster: 0.372549
Genus: aphanes 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ventenata 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: caryopteris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hymenopappus 	 NumberInCluster: 3 	 PercentageInCluster: 0.103448
Genus: apera 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: neoparrya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: malacothrix 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: mitella 	 NumberInCluster: 9 	 PercentageInCluster: 0.600000
Genus: polygonum 	 NumberInCluster: 12 	 PercentageInCluster: 0.113208
Genus: corispermum 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: dichanthelium 	 NumberInCluster: 2 	 PercentageInCluster: 0.031746
Genus: gadellia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelesperma 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: corrigiola 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: adenocaulon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leucocrinum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: luetkea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ligusticum 	 NumberInCluster: 4 	 PercentageInCluster: 0.266667
Genus: yermo 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rumex 	 NumberInCluster: 4 	 PercentageInCluster: 0.054795
Genus: achillea 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: plectritis 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: arceuthobium 	 NumberInCluster: 4 	 PercentageInCluster: 0.181818
Genus: oenothera 	 NumberInCluster: 7 	 PercentageInCluster: 0.070000
Genus: cymopterus 	 NumberInCluster: 8 	 PercentageInCluster: 0.186047
Genus: elmera 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cercocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: sclerocactus 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: collomia 	 NumberInCluster: 7 	 PercentageInCluster: 0.437500
Genus: musineon 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lygodesmia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: harrimanella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: alchemilla 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: halogeton 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hoffmannseggia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: chionophila 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: taraxacum 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: polystichum 	 NumberInCluster: 6 	 PercentageInCluster: 0.200000
Genus: chrysothamnus 	 NumberInCluster: 6 	 PercentageInCluster: 0.285714
Genus: hulsea 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: robinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: pedicularis 	 NumberInCluster: 15 	 PercentageInCluster: 0.214286
Genus: heliotropium 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: eritrichium 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: ericameria 	 NumberInCluster: 10 	 PercentageInCluster: 0.131579
Genus: orobanche 	 NumberInCluster: 3 	 PercentageInCluster: 0.096774
Genus: sambucus 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: fragaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: menziesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: collinsia 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: picea 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: polemonium 	 NumberInCluster: 9 	 PercentageInCluster: 0.243243
Genus: caragana 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: physaria 	 NumberInCluster: 20 	 PercentageInCluster: 0.476190
Genus: conimitella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriophorum 	 NumberInCluster: 3 	 PercentageInCluster: 0.088235
Genus: prenanthes 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: papaver 	 NumberInCluster: 5 	 PercentageInCluster: 0.185185
Genus: thelypodiopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: clarkia 	 NumberInCluster: 2 	 PercentageInCluster: 0.027397
Genus: streptopus 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: verbascum 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: rubus 	 NumberInCluster: 6 	 PercentageInCluster: 0.023256
Genus: ipomopsis 	 NumberInCluster: 17 	 PercentageInCluster: 0.326923
Genus: gaultheria 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: atriplex 	 NumberInCluster: 8 	 PercentageInCluster: 0.068376
Genus: fumaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: enceliopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: centaurea 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: marsilea 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: amsinckia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: kalmia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: chenopodium 	 NumberInCluster: 3 	 PercentageInCluster: 0.041667
Genus: scabrethia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: urtica 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: sagina 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: rhodiola 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: listera 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: balsamorhiza 	 NumberInCluster: 6 	 PercentageInCluster: 0.250000
Genus: microseris 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: xerophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: heuchera 	 NumberInCluster: 16 	 PercentageInCluster: 0.216216
Genus: selaginella 	 NumberInCluster: 3 	 PercentageInCluster: 0.050000
Genus: cardamine 	 NumberInCluster: 8 	 PercentageInCluster: 0.115942
Genus: descurainia 	 NumberInCluster: 3 	 PercentageInCluster: 0.115385
Genus: calamintha 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: linum 	 NumberInCluster: 1 	 PercentageInCluster: 0.018868
Genus: tonestus 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: brickellia 	 NumberInCluster: 4 	 PercentageInCluster: 0.067797
Genus: juniperus 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: betula 	 NumberInCluster: 1 	 PercentageInCluster: 0.020833
Genus: camassia 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: agastache 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: douglasia 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: epilobium 	 NumberInCluster: 16 	 PercentageInCluster: 0.290909
Genus: gnaphalium 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: potamogeton 	 NumberInCluster: 2 	 PercentageInCluster: 0.035088
Genus: aquilegia 	 NumberInCluster: 19 	 PercentageInCluster: 0.475000
Genus: carex 	 NumberInCluster: 78 	 PercentageInCluster: 0.112392
Genus: psilocarphus 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: lupinus 	 NumberInCluster: 39 	 PercentageInCluster: 0.114035
Genus: packera 	 NumberInCluster: 9 	 PercentageInCluster: 0.132353
Genus: trollius 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: phlox 	 NumberInCluster: 29 	 PercentageInCluster: 0.190789
Genus: lonicera 	 NumberInCluster: 6 	 PercentageInCluster: 0.115385
Genus: solidago 	 NumberInCluster: 3 	 PercentageInCluster: 0.020833
Genus: tiarella 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: sphaeralcea 	 NumberInCluster: 3 	 PercentageInCluster: 0.063830
Genus: telesonix 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: abies 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: hackelia 	 NumberInCluster: 6 	 PercentageInCluster: 0.142857
Genus: arnica 	 NumberInCluster: 14 	 PercentageInCluster: 0.311111
Genus: dryas 	 NumberInCluster: 4 	 PercentageInCluster: 0.200000
Genus: aliciella 	 NumberInCluster: 5 	 PercentageInCluster: 0.227273
Genus: valeriana 	 NumberInCluster: 6 	 PercentageInCluster: 0.285714
Genus: mirabilis 	 NumberInCluster: 2 	 PercentageInCluster: 0.054054
Genus: veronica 	 NumberInCluster: 3 	 PercentageInCluster: 0.068182
Genus: synthyris 	 NumberInCluster: 6 	 PercentageInCluster: 0.352941
Genus: cicuta 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: perideridia 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: arabis 	 NumberInCluster: 34 	 PercentageInCluster: 0.232877
Genus: cotoneaster 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: galium 	 NumberInCluster: 3 	 PercentageInCluster: 0.018868
Genus: sinosenecio 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: zigadenus 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: wyethia 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: heterocodon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: woodsia 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: besseya 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: clinopodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: asclepias 	 NumberInCluster: 2 	 PercentageInCluster: 0.021978
Genus: helianthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.024691
Genus: viola 	 NumberInCluster: 15 	 PercentageInCluster: 0.083333
Genus: pellaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: sanguisorba 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: suaeda 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: rudbeckia 	 NumberInCluster: 2 	 PercentageInCluster: 0.048780
Genus: pectocarya 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: psorothamnus 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: hyacinthoides 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: physocarpus 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: hemizonella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ranunculus 	 NumberInCluster: 35 	 PercentageInCluster: 0.248227
Genus: parnassia 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: gilia 	 NumberInCluster: 1 	 PercentageInCluster: 0.013699
Genus: stenotus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: bromus 	 NumberInCluster: 1 	 PercentageInCluster: 0.014706
Genus: gypsophila 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: grayia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gymnosteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: fendlerella 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: asarum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: allium 	 NumberInCluster: 8 	 PercentageInCluster: 0.054054
Genus: orthocarpus 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: ceanothus 	 NumberInCluster: 4 	 PercentageInCluster: 0.047059
Genus: nemophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: psilostrophe 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: sisymbrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: eutrema 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: trichostema 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: prunus 	 NumberInCluster: 5 	 PercentageInCluster: 0.057471
Genus: allotropa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rosa 	 NumberInCluster: 5 	 PercentageInCluster: 0.059524
Genus: crataegus 	 NumberInCluster: 11 	 PercentageInCluster: 0.056410
Genus: cleome 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: tetradymia 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: opuntia 	 NumberInCluster: 1 	 PercentageInCluster: 0.013333
Genus: thermopsis 	 NumberInCluster: 4 	 PercentageInCluster: 0.235294
Genus: noccaea 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: nuphar 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: monardella 	 NumberInCluster: 1 	 PercentageInCluster: 0.017241
Genus: pyrrocoma 	 NumberInCluster: 11 	 PercentageInCluster: 0.333333
Genus: holodiscus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nothocalais 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: lathyrus 	 NumberInCluster: 6 	 PercentageInCluster: 0.078947
Genus: calypso 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: erythronium 	 NumberInCluster: 3 	 PercentageInCluster: 0.088235
Genus: mimulus 	 NumberInCluster: 13 	 PercentageInCluster: 0.115044
Genus: sidalcea 	 NumberInCluster: 5 	 PercentageInCluster: 0.078125
Genus: melica 	 NumberInCluster: 6 	 PercentageInCluster: 0.214286
Genus: heterotheca 	 NumberInCluster: 2 	 PercentageInCluster: 0.041667
Genus: maianthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: caulanthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: salix 	 NumberInCluster: 20 	 PercentageInCluster: 0.119048
Genus: abronia 	 NumberInCluster: 4 	 PercentageInCluster: 0.137931
Genus: oreostemma 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: thuja 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: swertia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: athysanus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hornungia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eremopyrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: clematis 	 NumberInCluster: 4 	 PercentageInCluster: 0.075472
Genus: cypripedium 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: cistanthe 	 NumberInCluster: 4 	 PercentageInCluster: 0.235294
Genus: asplenium 	 NumberInCluster: 2 	 PercentageInCluster: 0.019802
Genus: kumlienia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: poa 	 NumberInCluster: 15 	 PercentageInCluster: 0.144231
Genus: phemeranthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: myriophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: veratrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: gentiana 	 NumberInCluster: 4 	 PercentageInCluster: 0.102564
Genus: monolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: anisocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: botrychium 	 NumberInCluster: 9 	 PercentageInCluster: 0.243243
Genus: parthenium 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: athyrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: coleogyne 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: olsynium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: iris 	 NumberInCluster: 1 	 PercentageInCluster: 0.015385
Genus: camissonia 	 NumberInCluster: 9 	 PercentageInCluster: 0.090909
Genus: shoshonea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: myosotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: castilleja 	 NumberInCluster: 32 	 PercentageInCluster: 0.198758
Genus: ionactis 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: lithospermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: ambrosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: phyllodoce 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: triantha 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: pinguicula 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: microsteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: syringa 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: lysichiton 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dodecatheon 	 NumberInCluster: 7 	 PercentageInCluster: 0.184211
Genus: erigeron 	 NumberInCluster: 45 	 PercentageInCluster: 0.170455
Genus: elymus 	 NumberInCluster: 5 	 PercentageInCluster: 0.075758
Genus: howellia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ledum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: taeniatherum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bassia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: artemisia 	 NumberInCluster: 25 	 PercentageInCluster: 0.247525
Genus: madia 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: tellima 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelypodium 	 NumberInCluster: 6 	 PercentageInCluster: 0.214286
Genus: trifolium 	 NumberInCluster: 19 	 PercentageInCluster: 0.127517
Genus: euthamia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: stellaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.088889
Genus: acer 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: githopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: angelica 	 NumberInCluster: 3 	 PercentageInCluster: 0.120000
Genus: gayophytum 	 NumberInCluster: 7 	 PercentageInCluster: 0.700000
Genus: thesium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelypteris 	 NumberInCluster: 2 	 PercentageInCluster: 0.026667
Genus: eleocharis 	 NumberInCluster: 1 	 PercentageInCluster: 0.011494
Genus: hordeum 	 NumberInCluster: 4 	 PercentageInCluster: 0.210526
Genus: larix 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: origanum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: platanthera 	 NumberInCluster: 6 	 PercentageInCluster: 0.105263
Genus: trautvetteria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: pinus 	 NumberInCluster: 3 	 PercentageInCluster: 0.041667
Genus: oonopsis 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: aconitum 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: polycnemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: stephanomeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: luzula 	 NumberInCluster: 6 	 PercentageInCluster: 0.136364
Genus: impatiens 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: eurybia 	 NumberInCluster: 3 	 PercentageInCluster: 0.107143
