Cluster = 0
Cluster = 1
Genus: photinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: jarava 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: viscum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oxalis 	 NumberInCluster: 8 	 PercentageInCluster: 0.205128
Genus: scopulophila 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: laurus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pediomelum 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: gambelia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: parentucellia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sarcocornia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cerastium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: sanicula 	 NumberInCluster: 10 	 PercentageInCluster: 0.384615
Genus: stanfordia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: corydalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: navarretia 	 NumberInCluster: 41 	 PercentageInCluster: 0.759259
Genus: pteryxia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: podistera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: erysimum 	 NumberInCluster: 15 	 PercentageInCluster: 0.416667
Genus: nemophila 	 NumberInCluster: 11 	 PercentageInCluster: 0.550000
Genus: pseudorontium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lampranthus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: onopordum 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: draba 	 NumberInCluster: 21 	 PercentageInCluster: 0.140940
Genus: parietaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: nama 	 NumberInCluster: 8 	 PercentageInCluster: 0.285714
Genus: pellaea 	 NumberInCluster: 4 	 PercentageInCluster: 0.160000
Genus: swallenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: helianthella 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: claytonia 	 NumberInCluster: 11 	 PercentageInCluster: 0.196429
Genus: ptelea 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: cestrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: odontostomum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: saxifragopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: blepharizonia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: gladiolus 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: clintonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: lilium 	 NumberInCluster: 19 	 PercentageInCluster: 0.431818
Genus: cardionema 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: heteromeles 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: campanula 	 NumberInCluster: 7 	 PercentageInCluster: 0.200000
Genus: amberboa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: centromadia 	 NumberInCluster: 7 	 PercentageInCluster: 0.700000
Genus: arenaria 	 NumberInCluster: 8 	 PercentageInCluster: 0.133333
Genus: woodwardia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: cusickiella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: alisma 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: leptosiphon 	 NumberInCluster: 30 	 PercentageInCluster: 0.731707
Genus: apiastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ribes 	 NumberInCluster: 37 	 PercentageInCluster: 0.385417
Genus: scoliopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: leymus 	 NumberInCluster: 4 	 PercentageInCluster: 0.173913
Genus: tonestus 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: torreyochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: hesperoyucca 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: rhodanthe 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: narcissus 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: chrysothamnus 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: panicum 	 NumberInCluster: 3 	 PercentageInCluster: 0.036585
Genus: acanthomintha 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: gaudinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: boschniakia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cheilanthes 	 NumberInCluster: 7 	 PercentageInCluster: 0.212121
Genus: endolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: euphorbia 	 NumberInCluster: 7 	 PercentageInCluster: 0.079545
Genus: saxifraga 	 NumberInCluster: 7 	 PercentageInCluster: 0.062500
Genus: elyhordeum 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: romanzoffia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: phoradendron 	 NumberInCluster: 4 	 PercentageInCluster: 0.160000
Genus: parapholis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sphaeralcea 	 NumberInCluster: 7 	 PercentageInCluster: 0.148936
Genus: prosartes 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: pyracantha 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: eucnide 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cuscuta 	 NumberInCluster: 13 	 PercentageInCluster: 0.173333
Genus: calystegia 	 NumberInCluster: 35 	 PercentageInCluster: 0.636364
Genus: leucothoe 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: pericallis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: echium 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: castela 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: lastarriaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xolantha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rotala 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: dodecatheon 	 NumberInCluster: 11 	 PercentageInCluster: 0.289474
Genus: glebionis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: fritillaria 	 NumberInCluster: 16 	 PercentageInCluster: 0.695652
Genus: calamagrostis 	 NumberInCluster: 4 	 PercentageInCluster: 0.105263
Genus: pteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: crossosoma 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: dicoria 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: guillenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: spergularia 	 NumberInCluster: 6 	 PercentageInCluster: 0.352941
Genus: halimolobos 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: frasera 	 NumberInCluster: 5 	 PercentageInCluster: 0.263158
Genus: lesquerella 	 NumberInCluster: 4 	 PercentageInCluster: 0.039604
Genus: lepechinia 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: darmera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ayenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: holozonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sparaxis 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: acaena 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: hesperevax 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: hoheria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: datisca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leontodon 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: paraserianthes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: erigeron 	 NumberInCluster: 57 	 PercentageInCluster: 0.215909
Genus: sanvitalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: convolvulus 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: plagiobothrys 	 NumberInCluster: 46 	 PercentageInCluster: 0.647887
Genus: aira 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: rhododendron 	 NumberInCluster: 4 	 PercentageInCluster: 0.100000
Genus: caulostramina 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: staphylea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: salsola 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: hesperocallis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: romulea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: raillardella 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: fremontodendron 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: gonocarpus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: silene 	 NumberInCluster: 39 	 PercentageInCluster: 0.261745
Genus: bolandra 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: paeonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: calendula 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: brachypodium 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: heterodraba 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tracyina 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anulocaulis 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: arctotis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: alnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: adiantum 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: argyranthemum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: amaryllis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: viguiera 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: canbya 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: solanum 	 NumberInCluster: 21 	 PercentageInCluster: 0.194444
Genus: nolina 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: helichrysum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sericocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: tragopogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: sedella 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: atriplex 	 NumberInCluster: 36 	 PercentageInCluster: 0.307692
Genus: teucrium 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: sporobolus 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: pentagramma 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: freesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cynara 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: dipogon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: allophyllum 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: crepis 	 NumberInCluster: 6 	 PercentageInCluster: 0.117647
Genus: aeonium 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: aegopogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: arum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ludwigia 	 NumberInCluster: 1 	 PercentageInCluster: 0.024390
Genus: drosanthemum 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: monoptilon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: petrophytum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: justicia 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: hymenopappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: juglans 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: asphodelus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: emex 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: watsonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: lithocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: malacothrix 	 NumberInCluster: 20 	 PercentageInCluster: 0.740741
Genus: pennisetum 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: mitella 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: eriochloa 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: brachychiton 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: jamesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: sollya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bloomeria 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: hierochloe 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: mammillaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: dichondra 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: melianthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: brodiaea 	 NumberInCluster: 20 	 PercentageInCluster: 0.909091
Genus: calandrinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: hazardia 	 NumberInCluster: 12 	 PercentageInCluster: 1.000000
Genus: kyhosia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leucaena 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lewisia 	 NumberInCluster: 17 	 PercentageInCluster: 0.586207
Genus: aesculus 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: crucianella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: holmgrenanthe 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: carpenteria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: filago 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: eremalche 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: hedeoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: plectritis 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: arceuthobium 	 NumberInCluster: 6 	 PercentageInCluster: 0.272727
Genus: spartina 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: oenothera 	 NumberInCluster: 9 	 PercentageInCluster: 0.090000
Genus: cymopterus 	 NumberInCluster: 9 	 PercentageInCluster: 0.209302
Genus: andropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: frankenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: glycyrrhiza 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ehrharta 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: kniphofia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cercocarpus 	 NumberInCluster: 4 	 PercentageInCluster: 0.307692
Genus: sclerocactus 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: collomia 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: leptodactylon 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: verbesina 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: orcuttia 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: ferocactus 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: retama 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: corethrogyne 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: acourtia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: aubrieta 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: notholaena 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: chlorogalum 	 NumberInCluster: 10 	 PercentageInCluster: 1.000000
Genus: photinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: lotus 	 NumberInCluster: 54 	 PercentageInCluster: 0.658537
Genus: hoffmannseggia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: stachys 	 NumberInCluster: 9 	 PercentageInCluster: 0.214286
Genus: malacothamnus 	 NumberInCluster: 11 	 PercentageInCluster: 1.000000
Genus: hastingsia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: taraxacum 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: polystichum 	 NumberInCluster: 2 	 PercentageInCluster: 0.066667
Genus: plantago 	 NumberInCluster: 5 	 PercentageInCluster: 0.106383
Genus: bassia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cucurbita 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: erodium 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: venidium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hulsea 	 NumberInCluster: 11 	 PercentageInCluster: 0.846154
Genus: lactuca 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: cedronella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pedicularis 	 NumberInCluster: 7 	 PercentageInCluster: 0.100000
Genus: scabiosa 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: setaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: helenium 	 NumberInCluster: 3 	 PercentageInCluster: 0.107143
Genus: thinopyrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: harpagonella 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: carpobrotus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: ophioglossum 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: jepsonia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: ericameria 	 NumberInCluster: 26 	 PercentageInCluster: 0.342105
Genus: orobanche 	 NumberInCluster: 14 	 PercentageInCluster: 0.451613
Genus: chasmanthe 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: orthocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: rhamnus 	 NumberInCluster: 4 	 PercentageInCluster: 0.210526
Genus: lycianthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sagittaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: chamaemelum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: nicolletia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: fragaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: caesalpinia 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: oreonana 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: polemonium 	 NumberInCluster: 3 	 PercentageInCluster: 0.081081
Genus: carnegiea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: madia 	 NumberInCluster: 8 	 PercentageInCluster: 0.533333
Genus: ononis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: ornithopus 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: anisodontea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aristida 	 NumberInCluster: 3 	 PercentageInCluster: 0.054545
Genus: araujia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chorizanthe 	 NumberInCluster: 46 	 PercentageInCluster: 0.901961
Genus: hunnemannia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriophorum 	 NumberInCluster: 2 	 PercentageInCluster: 0.058824
Genus: systenotheca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sequoiadendron 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: agapanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hebe 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: anisocoma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: papaver 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: chamaecytisus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: viburnum 	 NumberInCluster: 1 	 PercentageInCluster: 0.031250
Genus: clarkia 	 NumberInCluster: 65 	 PercentageInCluster: 0.890411
Genus: carlowrightia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: rubus 	 NumberInCluster: 15 	 PercentageInCluster: 0.058140
Genus: ipomopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.057692
Genus: lavandula 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: chrysosplenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: stylocline 	 NumberInCluster: 4 	 PercentageInCluster: 0.571429
Genus: cordyline 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: enceliopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: centaurea 	 NumberInCluster: 6 	 PercentageInCluster: 0.166667
Genus: soleirolia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: crambe 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: amsinckia 	 NumberInCluster: 8 	 PercentageInCluster: 0.500000
Genus: gentiana 	 NumberInCluster: 4 	 PercentageInCluster: 0.102564
Genus: ficus 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: nemacladus 	 NumberInCluster: 14 	 PercentageInCluster: 0.736842
Genus: dudleya 	 NumberInCluster: 47 	 PercentageInCluster: 0.940000
Genus: chorisiva 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chenopodium 	 NumberInCluster: 4 	 PercentageInCluster: 0.055556
Genus: amphipappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: lipocarpha 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lithrea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hedera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: physalis 	 NumberInCluster: 4 	 PercentageInCluster: 0.078431
Genus: trifolium 	 NumberInCluster: 40 	 PercentageInCluster: 0.268456
Genus: chlorophytum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: chamaebatia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: passiflora 	 NumberInCluster: 3 	 PercentageInCluster: 0.065217
Genus: rosa 	 NumberInCluster: 13 	 PercentageInCluster: 0.154762
Genus: bergerocactus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thysanocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: nasturtium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: monochoria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anelsonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: funastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: lyrocarpa 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: amorpha 	 NumberInCluster: 3 	 PercentageInCluster: 0.150000
Genus: euchiton 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: brassica 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: trichostema 	 NumberInCluster: 11 	 PercentageInCluster: 0.647059
Genus: microseris 	 NumberInCluster: 13 	 PercentageInCluster: 0.619048
Genus: isolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: prunus 	 NumberInCluster: 14 	 PercentageInCluster: 0.160920
Genus: gilmania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: calycadenia 	 NumberInCluster: 12 	 PercentageInCluster: 1.000000
Genus: vitis 	 NumberInCluster: 2 	 PercentageInCluster: 0.066667
Genus: enchylaena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: heuchera 	 NumberInCluster: 19 	 PercentageInCluster: 0.256757
Genus: selaginella 	 NumberInCluster: 6 	 PercentageInCluster: 0.100000
Genus: cardamine 	 NumberInCluster: 13 	 PercentageInCluster: 0.188406
Genus: descurainia 	 NumberInCluster: 1 	 PercentageInCluster: 0.038462
Genus: calamintha 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: linum 	 NumberInCluster: 1 	 PercentageInCluster: 0.018868
Genus: ixia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: neviusia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: lasiospermum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polycarpon 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pseudobahia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: harmonia 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: brickellia 	 NumberInCluster: 11 	 PercentageInCluster: 0.186441
Genus: hymenoclea 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: oxypolis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: dirca 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: camassia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: urospermum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: agastache 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: tauschia 	 NumberInCluster: 6 	 PercentageInCluster: 0.600000
Genus: epilobium 	 NumberInCluster: 10 	 PercentageInCluster: 0.181818
Genus: callitriche 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: sibara 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: vallesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: aquilegia 	 NumberInCluster: 2 	 PercentageInCluster: 0.050000
Genus: amaranthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.039216
Genus: horsfordia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: carex 	 NumberInCluster: 36 	 PercentageInCluster: 0.051873
Genus: chrysanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hyptis 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: hoita 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: phyla 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: psilocarphus 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: dissanthelium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tulipa 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: argemone 	 NumberInCluster: 4 	 PercentageInCluster: 0.129032
Genus: pancratium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eleocharis 	 NumberInCluster: 2 	 PercentageInCluster: 0.022989
Genus: oenanthe 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: tiquilia 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
