Cluster = 0
Genus: ocimum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: polygonum 	 NumberInCluster: 9 	 PercentageInCluster: 0.084906
Genus: vancouveria 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: asclepias 	 NumberInCluster: 10 	 PercentageInCluster: 0.109890
Genus: helianthus 	 NumberInCluster: 5 	 PercentageInCluster: 0.061728
Genus: viola 	 NumberInCluster: 26 	 PercentageInCluster: 0.144444
Genus: eugenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.028571
Genus: cycladenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: platanthera 	 NumberInCluster: 2 	 PercentageInCluster: 0.035088
Genus: rudbeckia 	 NumberInCluster: 3 	 PercentageInCluster: 0.073171
Genus: torreya 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: fortunella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nassella 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: phytolacca 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: pectocarya 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: eriastrum 	 NumberInCluster: 16 	 PercentageInCluster: 0.695652
Genus: physocarpus 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: gutierrezia 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: ehrendorferia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: logfia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: coptis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: washingtonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: eucalyptus 	 NumberInCluster: 4 	 PercentageInCluster: 0.117647
Genus: bacopa 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: parnassia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: gilia 	 NumberInCluster: 51 	 PercentageInCluster: 0.698630
Genus: hesperocnide 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: calycanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: coprosma 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: celtis 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: balsamorhiza 	 NumberInCluster: 4 	 PercentageInCluster: 0.166667
Genus: blepharipappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ageratina 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: emmenanthe 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hollisteria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lessingia 	 NumberInCluster: 26 	 PercentageInCluster: 0.962963
Genus: hainardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: philadelphus 	 NumberInCluster: 8 	 PercentageInCluster: 0.228571
Genus: asarum 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: allium 	 NumberInCluster: 56 	 PercentageInCluster: 0.378378
Genus: horkelia 	 NumberInCluster: 29 	 PercentageInCluster: 0.783784
Genus: ceanothus 	 NumberInCluster: 67 	 PercentageInCluster: 0.788235
Genus: potentilla 	 NumberInCluster: 16 	 PercentageInCluster: 0.119403
Genus: cytisus 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: sisymbrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: eastwoodia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cistus 	 NumberInCluster: 7 	 PercentageInCluster: 1.000000
Genus: trichostema 	 NumberInCluster: 11 	 PercentageInCluster: 0.647059
Genus: buddleja 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: eremochloa 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: piptochaetium 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: pulicaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: pycnanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.040000
Genus: oryctes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lepidospartum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cleome 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: boerhavia 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: cotyledon 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: dedeckera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tamarix 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: thermopsis 	 NumberInCluster: 7 	 PercentageInCluster: 0.411765
Genus: alopecurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: lyonothamnus 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: noccaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: osmadenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ranunculus 	 NumberInCluster: 8 	 PercentageInCluster: 0.056738
Genus: monardella 	 NumberInCluster: 47 	 PercentageInCluster: 0.810345
Genus: erechtites 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: lilaeopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: stylomecon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nothocalais 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: lathyrus 	 NumberInCluster: 22 	 PercentageInCluster: 0.289474
Genus: eschscholzia 	 NumberInCluster: 11 	 PercentageInCluster: 0.647059
Genus: erythronium 	 NumberInCluster: 15 	 PercentageInCluster: 0.441176
Genus: pyrrocoma 	 NumberInCluster: 5 	 PercentageInCluster: 0.151515
Genus: alyssum 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: micropus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mimulus 	 NumberInCluster: 70 	 PercentageInCluster: 0.619469
Genus: coronilla 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: linaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.235294
Genus: commelina 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: melica 	 NumberInCluster: 7 	 PercentageInCluster: 0.250000
Genus: heterotheca 	 NumberInCluster: 17 	 PercentageInCluster: 0.354167
Genus: elatine 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: nicotiana 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: cicendia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pholisma 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: ligusticum 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: orochaenactis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: euonymus 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: caulanthus 	 NumberInCluster: 13 	 PercentageInCluster: 0.590909
Genus: juniperus 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: salix 	 NumberInCluster: 5 	 PercentageInCluster: 0.029762
Genus: abronia 	 NumberInCluster: 10 	 PercentageInCluster: 0.344828
Genus: oreostemma 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: najas 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: myosurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: prosopis 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: coreopsis 	 NumberInCluster: 9 	 PercentageInCluster: 0.195652
Genus: platystigma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pholistoma 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: sidalcea 	 NumberInCluster: 42 	 PercentageInCluster: 0.656250
Genus: parishella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: platanus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: thysanolaena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: isocoma 	 NumberInCluster: 8 	 PercentageInCluster: 0.444444
Genus: berberis 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: clematis 	 NumberInCluster: 4 	 PercentageInCluster: 0.075472
Genus: cypripedium 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: helianthemum 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: cistanthe 	 NumberInCluster: 7 	 PercentageInCluster: 0.411765
Genus: lycium 	 NumberInCluster: 7 	 PercentageInCluster: 0.194444
Genus: carduus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: asplenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.009901
Genus: kumlienia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: poa 	 NumberInCluster: 13 	 PercentageInCluster: 0.125000
Genus: keckiella 	 NumberInCluster: 12 	 PercentageInCluster: 0.800000
Genus: eucrypta 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: twisselmannia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: machaeranthera 	 NumberInCluster: 4 	 PercentageInCluster: 0.081633
Genus: achillea 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: veratrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: aegilops 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: scolymus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: gentiana 	 NumberInCluster: 4 	 PercentageInCluster: 0.102564
Genus: lasthenia 	 NumberInCluster: 17 	 PercentageInCluster: 0.772727
Genus: anisocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: smilax 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: centaurium 	 NumberInCluster: 7 	 PercentageInCluster: 0.318182
Genus: ilex 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: matricaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pelargonium 	 NumberInCluster: 11 	 PercentageInCluster: 0.846154
Genus: iris 	 NumberInCluster: 23 	 PercentageInCluster: 0.353846
Genus: chamaecyparis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: camissonia 	 NumberInCluster: 45 	 PercentageInCluster: 0.454545
Genus: conicosia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: paronychia 	 NumberInCluster: 3 	 PercentageInCluster: 0.066667
Genus: loeseliastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: agave 	 NumberInCluster: 7 	 PercentageInCluster: 0.159091
Genus: vesicarpa 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: myosotis 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: rhynchospora 	 NumberInCluster: 2 	 PercentageInCluster: 0.019231
Genus: castilleja 	 NumberInCluster: 45 	 PercentageInCluster: 0.279503
Genus: lithospermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: adolphia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: muehlenbeckia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ambrosia 	 NumberInCluster: 4 	 PercentageInCluster: 0.133333
Genus: anagallis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: phyllodoce 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: triantha 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: legenere 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oxytheca 	 NumberInCluster: 9 	 PercentageInCluster: 0.818182
Genus: malva 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: meconella 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ampelodesmos 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cutandia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sonchus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: ornithostaphylos 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriocaulon 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: carthamus 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: elymus 	 NumberInCluster: 5 	 PercentageInCluster: 0.075758
Genus: abutilon 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: genista 	 NumberInCluster: 6 	 PercentageInCluster: 0.857143
Genus: cylindropuntia 	 NumberInCluster: 8 	 PercentageInCluster: 0.205128
Genus: nothoscordum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: tropidocarpum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: streptanthus 	 NumberInCluster: 46 	 PercentageInCluster: 0.730159
Genus: ottelia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: scorzonera 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: torilis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: cotula 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: eriodictyon 	 NumberInCluster: 11 	 PercentageInCluster: 0.916667
Genus: ceratonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gunnera 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: artemisia 	 NumberInCluster: 6 	 PercentageInCluster: 0.059406
Genus: pityopus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: layia 	 NumberInCluster: 14 	 PercentageInCluster: 0.875000
Genus: stillingia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: croton 	 NumberInCluster: 2 	 PercentageInCluster: 0.031746
Genus: acamptopappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: otholobium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelypodium 	 NumberInCluster: 5 	 PercentageInCluster: 0.178571
Genus: cyperus 	 NumberInCluster: 1 	 PercentageInCluster: 0.006897
Genus: erica 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: venegasia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: malephora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: amphibromus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pseudotsuga 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: sisyrinchium 	 NumberInCluster: 4 	 PercentageInCluster: 0.088889
Genus: scribneria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: limonium 	 NumberInCluster: 7 	 PercentageInCluster: 0.636364
Genus: stellaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: arctomecon 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: acer 	 NumberInCluster: 2 	 PercentageInCluster: 0.050000
Genus: acacia 	 NumberInCluster: 13 	 PercentageInCluster: 0.245283
Genus: githopsis 	 NumberInCluster: 12 	 PercentageInCluster: 0.923077
Genus: sibaropsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: angelica 	 NumberInCluster: 6 	 PercentageInCluster: 0.240000
Genus: oryza 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: gayophytum 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: triphysaria 	 NumberInCluster: 8 	 PercentageInCluster: 0.888889
Genus: trigonella 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: thelypteris 	 NumberInCluster: 2 	 PercentageInCluster: 0.026667
Genus: zigadenus 	 NumberInCluster: 6 	 PercentageInCluster: 0.300000
Genus: hecastocleis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: garrya 	 NumberInCluster: 5 	 PercentageInCluster: 0.454545
Genus: lupinus 	 NumberInCluster: 145 	 PercentageInCluster: 0.423977
Genus: adenostoma 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: pogogyne 	 NumberInCluster: 10 	 PercentageInCluster: 1.000000
Genus: hordeum 	 NumberInCluster: 3 	 PercentageInCluster: 0.157895
Genus: amblyopappus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phoenix 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: leptospermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: packera 	 NumberInCluster: 10 	 PercentageInCluster: 0.147059
Genus: cneoridium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leycesteria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pinus 	 NumberInCluster: 17 	 PercentageInCluster: 0.236111
Genus: aristolochia 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: matelea 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: aconitum 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: saltugilia 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: wislizenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: eryngium 	 NumberInCluster: 13 	 PercentageInCluster: 0.317073
Genus: tribolium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stephanomeria 	 NumberInCluster: 8 	 PercentageInCluster: 0.296296
Genus: cynodon 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: luzula 	 NumberInCluster: 2 	 PercentageInCluster: 0.045455
Genus: malperia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: muilla 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: styrax 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Cluster = 4
Genus: ocimum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hymenophyllum 	 NumberInCluster: 15 	 PercentageInCluster: 0.681818
Genus: senecio 	 NumberInCluster: 1 	 PercentageInCluster: 0.011628
Genus: persea 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: symplocos 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: schinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: pavonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: cananga 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: voyria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: mikania 	 NumberInCluster: 7 	 PercentageInCluster: 0.777778
Genus: vernonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.054054
Genus: oldenlandia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: physalis 	 NumberInCluster: 2 	 PercentageInCluster: 0.039216
Genus: ctenitis 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: triteleia 	 NumberInCluster: 1 	 PercentageInCluster: 0.038462
Genus: dillenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pleodendron 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leydeum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dicliptera 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: dalea 	 NumberInCluster: 1 	 PercentageInCluster: 0.011236
Genus: hypoderris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hypericum 	 NumberInCluster: 3 	 PercentageInCluster: 0.044776
Genus: schradera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hyeronima 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rorippa 	 NumberInCluster: 4 	 PercentageInCluster: 0.093023
Genus: geranium 	 NumberInCluster: 1 	 PercentageInCluster: 0.017857
Genus: congea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: fioria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polyctenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pachystachys 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dimorphotheca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: casuarina 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hernandia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cleyera 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: megalastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psidium 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: homalium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sophora 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: vriesea 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: pera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: matelea 	 NumberInCluster: 3 	 PercentageInCluster: 0.107143
Genus: cucumis 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: hirtella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: puccinellia 	 NumberInCluster: 2 	 PercentageInCluster: 0.052632
Genus: hedyosmum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mesembryanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: oncosiphon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: rosmarinus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: kaempferia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anemia 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: saritaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lepidium 	 NumberInCluster: 4 	 PercentageInCluster: 0.042105
Genus: geum 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: asparagus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hydrophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: ceiba 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: piptocarpha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: penstemon 	 NumberInCluster: 20 	 PercentageInCluster: 0.051546
Genus: lomatium 	 NumberInCluster: 14 	 PercentageInCluster: 0.123894
Genus: scaphyglottis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lellingeria 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: leandra 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: craniolaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: prestoea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: hackelia 	 NumberInCluster: 2 	 PercentageInCluster: 0.047619
Genus: polygala 	 NumberInCluster: 5 	 PercentageInCluster: 0.062500
Genus: lantana 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: triplaris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: herniaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: laplacea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rytidosperma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: liparis 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: malachra 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: bothriochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: schizolobium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gynerium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rolandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: catopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: schoenoplectus 	 NumberInCluster: 3 	 PercentageInCluster: 0.088235
Genus: baccharis 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: magnolia 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: erythrina 	 NumberInCluster: 4 	 PercentageInCluster: 0.333333
Genus: sedum 	 NumberInCluster: 2 	 PercentageInCluster: 0.027778
Genus: enicostema 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: crotalaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: scrophularia 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: sullivantia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: echinodorus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: chione 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: trillium 	 NumberInCluster: 1 	 PercentageInCluster: 0.020833
Genus: zamia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: aniba 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: priva 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pterocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: tetrazygia 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: maytenus 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: aiphanes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: iresine 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: limnanthes 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: corymbia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: matthiola 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: stenorrhynchos 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: argusia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: codariocalyx 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: begonia 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: marsypianthes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: saccharum 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: eurystyles 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hemerocallis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: schultesia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: actaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: zygophlebia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: epidendrum 	 NumberInCluster: 9 	 PercentageInCluster: 0.391304
Genus: licania 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: calochortus 	 NumberInCluster: 6 	 PercentageInCluster: 0.076923
Genus: kleinhovia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: delphinium 	 NumberInCluster: 7 	 PercentageInCluster: 0.066038
Genus: senna 	 NumberInCluster: 7 	 PercentageInCluster: 0.137255
Genus: phlebodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: bolbitis 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: quercus 	 NumberInCluster: 1 	 PercentageInCluster: 0.004348
Genus: rondeletia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: cassipourea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ivesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.023256
