Cluster = 0
Genus: blennosperma 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: cordylanthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.045455
Genus: muhlenbergia 	 NumberInCluster: 5 	 PercentageInCluster: 0.071429
Genus: pluchea 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: phoradendron 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: plantago 	 NumberInCluster: 1 	 PercentageInCluster: 0.021277
Genus: sisymbrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: erodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: panicum 	 NumberInCluster: 2 	 PercentageInCluster: 0.024390
Genus: ephedra 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: mentzelia 	 NumberInCluster: 5 	 PercentageInCluster: 0.056818
Genus: encelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: dicliptera 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: dalea 	 NumberInCluster: 10 	 PercentageInCluster: 0.112360
Genus: argyrochosma 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: grindelia 	 NumberInCluster: 2 	 PercentageInCluster: 0.036364
Genus: geranium 	 NumberInCluster: 1 	 PercentageInCluster: 0.017857
Genus: scrophularia 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: oenothera 	 NumberInCluster: 5 	 PercentageInCluster: 0.050000
Genus: crataegus 	 NumberInCluster: 1 	 PercentageInCluster: 0.005128
Genus: larrea 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ericameria 	 NumberInCluster: 5 	 PercentageInCluster: 0.065789
Genus: orobanche 	 NumberInCluster: 3 	 PercentageInCluster: 0.096774
Genus: allium 	 NumberInCluster: 4 	 PercentageInCluster: 0.027027
Genus: halenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: opuntia 	 NumberInCluster: 8 	 PercentageInCluster: 0.106667
Genus: valeriana 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: cerastium 	 NumberInCluster: 2 	 PercentageInCluster: 0.044444
Genus: arbutus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: corydalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: physalis 	 NumberInCluster: 3 	 PercentageInCluster: 0.058824
Genus: tridens 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: antheropeas 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: crusea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lasianthaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dodecatheon 	 NumberInCluster: 2 	 PercentageInCluster: 0.052632
Genus: picea 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: polemonium 	 NumberInCluster: 1 	 PercentageInCluster: 0.027027
Genus: salix 	 NumberInCluster: 3 	 PercentageInCluster: 0.017857
Genus: pleuraphis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: potentilla 	 NumberInCluster: 5 	 PercentageInCluster: 0.037313
Genus: apacheria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: draba 	 NumberInCluster: 5 	 PercentageInCluster: 0.033557
Genus: sagittaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: brickellia 	 NumberInCluster: 10 	 PercentageInCluster: 0.169492
Genus: eschscholzia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: mimulus 	 NumberInCluster: 3 	 PercentageInCluster: 0.026549
Genus: chorizanthe 	 NumberInCluster: 2 	 PercentageInCluster: 0.039216
Genus: heterotheca 	 NumberInCluster: 2 	 PercentageInCluster: 0.041667
Genus: cologania 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: mertensia 	 NumberInCluster: 1 	 PercentageInCluster: 0.031250
Genus: quercus 	 NumberInCluster: 1 	 PercentageInCluster: 0.004348
Genus: leibnitzia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: penstemon 	 NumberInCluster: 17 	 PercentageInCluster: 0.043814
Genus: oxytenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lomatium 	 NumberInCluster: 3 	 PercentageInCluster: 0.026549
Genus: flourensia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: phemeranthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: pteryxia 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: nicotiana 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: saxifraga 	 NumberInCluster: 1 	 PercentageInCluster: 0.008929
Genus: bahia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: polygala 	 NumberInCluster: 3 	 PercentageInCluster: 0.037500
Genus: ranunculus 	 NumberInCluster: 2 	 PercentageInCluster: 0.014184
Genus: monnina 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelypodiopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: purshia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: rubus 	 NumberInCluster: 3 	 PercentageInCluster: 0.011628
Genus: chamaecrista 	 NumberInCluster: 2 	 PercentageInCluster: 0.057143
Genus: ipomopsis 	 NumberInCluster: 6 	 PercentageInCluster: 0.115385
Genus: nolina 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: stachys 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: atriplex 	 NumberInCluster: 5 	 PercentageInCluster: 0.042735
Genus: evolvulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: chloracantha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: allionia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: myosurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: leptosiphon 	 NumberInCluster: 3 	 PercentageInCluster: 0.073171
Genus: centaurea 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: coreopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.043478
Genus: amsinckia 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: ribes 	 NumberInCluster: 2 	 PercentageInCluster: 0.020833
Genus: hibiscus 	 NumberInCluster: 1 	 PercentageInCluster: 0.020000
Genus: symphoricarpos 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: nemacladus 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: brachystigma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: baccharis 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: isocoma 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: agastache 	 NumberInCluster: 9 	 PercentageInCluster: 0.346154
Genus: berberis 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: erythrina 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: clematis 	 NumberInCluster: 3 	 PercentageInCluster: 0.056604
Genus: tripsacum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: galium 	 NumberInCluster: 4 	 PercentageInCluster: 0.025157
Genus: aliciella 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: cistanthe 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: lycium 	 NumberInCluster: 3 	 PercentageInCluster: 0.083333
Genus: astragalus 	 NumberInCluster: 43 	 PercentageInCluster: 0.069919
Genus: lythrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: sphaeralcea 	 NumberInCluster: 6 	 PercentageInCluster: 0.127660
Genus: limosella 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: lepidium 	 NumberInCluster: 2 	 PercentageInCluster: 0.021053
Genus: scabrethia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: townsendia 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: euphorbia 	 NumberInCluster: 4 	 PercentageInCluster: 0.045455
Genus: eucrypta 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: thysanocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: plagiobothrys 	 NumberInCluster: 1 	 PercentageInCluster: 0.014085
Genus: escobaria 	 NumberInCluster: 9 	 PercentageInCluster: 0.272727
Genus: echinocereus 	 NumberInCluster: 3 	 PercentageInCluster: 0.052632
Genus: calylophus 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: amoreuxia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: camissonia 	 NumberInCluster: 5 	 PercentageInCluster: 0.050505
Genus: schistophragma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: funastrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: tiquilia 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: fraxinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: guillenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: rumex 	 NumberInCluster: 3 	 PercentageInCluster: 0.041096
Genus: pinus 	 NumberInCluster: 7 	 PercentageInCluster: 0.097222
Genus: cuscuta 	 NumberInCluster: 7 	 PercentageInCluster: 0.093333
Genus: aletes 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: philadelphus 	 NumberInCluster: 2 	 PercentageInCluster: 0.057143
Genus: macromeria 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: hieracium 	 NumberInCluster: 4 	 PercentageInCluster: 0.049383
Genus: petradoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: baileya 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: hedyotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: prosopis 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: prunus 	 NumberInCluster: 1 	 PercentageInCluster: 0.011494
Genus: tetraneuris 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: manihot 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: sicyosperma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sedum 	 NumberInCluster: 1 	 PercentageInCluster: 0.013889
Genus: ptelea 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: vitis 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: amsonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.115385
Genus: proboscidea 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: pinaropappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: grusonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: heuchera 	 NumberInCluster: 6 	 PercentageInCluster: 0.081081
Genus: salsola 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: agave 	 NumberInCluster: 3 	 PercentageInCluster: 0.068182
Genus: calochortus 	 NumberInCluster: 3 	 PercentageInCluster: 0.038462
Genus: dicoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: delphinium 	 NumberInCluster: 5 	 PercentageInCluster: 0.047170
Genus: kallstroemia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: monarda 	 NumberInCluster: 1 	 PercentageInCluster: 0.027027
Genus: descurainia 	 NumberInCluster: 1 	 PercentageInCluster: 0.038462
Genus: pentzia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pectocarya 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: parthenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: frasera 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: lesquerella 	 NumberInCluster: 7 	 PercentageInCluster: 0.069307
Genus: schismus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: platanthera 	 NumberInCluster: 4 	 PercentageInCluster: 0.070175
Genus: castilleja 	 NumberInCluster: 7 	 PercentageInCluster: 0.043478
Genus: eysenhardtia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: eriogonum 	 NumberInCluster: 21 	 PercentageInCluster: 0.048165
Genus: ionactis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: sarcocornia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cryptantha 	 NumberInCluster: 10 	 PercentageInCluster: 0.071429
Genus: verbena 	 NumberInCluster: 1 	 PercentageInCluster: 0.018182
Genus: arctostaphylos 	 NumberInCluster: 1 	 PercentageInCluster: 0.008547
Genus: marina 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: aralia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: juniperus 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: asanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: erigeron 	 NumberInCluster: 13 	 PercentageInCluster: 0.049242
Genus: cuphea 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: epilobium 	 NumberInCluster: 1 	 PercentageInCluster: 0.018182
Genus: machaeranthera 	 NumberInCluster: 6 	 PercentageInCluster: 0.122449
Genus: psacalium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tradescantia 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: aquilegia 	 NumberInCluster: 2 	 PercentageInCluster: 0.050000
Genus: amaranthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.019608
Genus: gaillardia 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: graptopetalum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: carex 	 NumberInCluster: 5 	 PercentageInCluster: 0.007205
Genus: aloysia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: silene 	 NumberInCluster: 6 	 PercentageInCluster: 0.040268
Genus: rafinesquia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tragia 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: oxalis 	 NumberInCluster: 3 	 PercentageInCluster: 0.076923
Genus: pentagramma 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: cylindropuntia 	 NumberInCluster: 2 	 PercentageInCluster: 0.051282
Genus: gomphrena 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: lewisia 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: alnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: drymaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: streptanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.015873
Genus: populus 	 NumberInCluster: 2 	 PercentageInCluster: 0.066667
Genus: argemone 	 NumberInCluster: 3 	 PercentageInCluster: 0.096774
Genus: diodia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: eleocharis 	 NumberInCluster: 1 	 PercentageInCluster: 0.011494
Genus: viguiera 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: packera 	 NumberInCluster: 8 	 PercentageInCluster: 0.117647
Genus: peraphyllum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: krameria 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: chaenactis 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: phlox 	 NumberInCluster: 10 	 PercentageInCluster: 0.065789
Genus: lonicera 	 NumberInCluster: 1 	 PercentageInCluster: 0.019231
Genus: chrysothamnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: rhus 	 NumberInCluster: 3 	 PercentageInCluster: 0.100000
Genus: pedicularis 	 NumberInCluster: 2 	 PercentageInCluster: 0.028571
Genus: indigofera 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: tetradymia 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: artemisia 	 NumberInCluster: 2 	 PercentageInCluster: 0.019802
Genus: cirsium 	 NumberInCluster: 9 	 PercentageInCluster: 0.081081
Genus: pterostegia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: linanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: sporobolus 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: layia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: echinopepon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: rhodiola 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: thymophylla 	 NumberInCluster: 3 	 PercentageInCluster: 0.157895
Genus: hackelia 	 NumberInCluster: 5 	 PercentageInCluster: 0.119048
Genus: gilia 	 NumberInCluster: 6 	 PercentageInCluster: 0.082192
Genus: cyperus 	 NumberInCluster: 1 	 PercentageInCluster: 0.006897
Genus: salvia 	 NumberInCluster: 5 	 PercentageInCluster: 0.058824
Genus: phacelia 	 NumberInCluster: 9 	 PercentageInCluster: 0.040000
Genus: crepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.019608
Genus: abronia 	 NumberInCluster: 3 	 PercentageInCluster: 0.103448
Genus: trifolium 	 NumberInCluster: 2 	 PercentageInCluster: 0.013423
Genus: lobelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.013333
Genus: vicia 	 NumberInCluster: 2 	 PercentageInCluster: 0.043478
Genus: sisyrinchium 	 NumberInCluster: 2 	 PercentageInCluster: 0.044444
Genus: ziziphus 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: gentianella 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: chamaesyce 	 NumberInCluster: 2 	 PercentageInCluster: 0.016807
Genus: yabea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hymenopappus 	 NumberInCluster: 2 	 PercentageInCluster: 0.068966
Genus: anisacanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: stevia 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: stylocline 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: eragrostis 	 NumberInCluster: 3 	 PercentageInCluster: 0.044118
Genus: anemone 	 NumberInCluster: 2 	 PercentageInCluster: 0.041667
Genus: sophora 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: anulocaulis 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: fleischmannia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: adenophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: imperata 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: malacothrix 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: pseudognaphalium 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: acer 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: heliomeris 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: acacia 	 NumberInCluster: 4 	 PercentageInCluster: 0.075472
Genus: eriochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: perityle 	 NumberInCluster: 5 	 PercentageInCluster: 0.104167
Genus: calycoseris 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: malaxis 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: sorbus 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: dichelostemma 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: woodsia 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: aspicarpa 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: besseya 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: poa 	 NumberInCluster: 1 	 PercentageInCluster: 0.009615
Genus: cynanchum 	 NumberInCluster: 1 	 PercentageInCluster: 0.040000
Genus: lathyrus 	 NumberInCluster: 1 	 PercentageInCluster: 0.013158
Genus: hymenoxys 	 NumberInCluster: 6 	 PercentageInCluster: 0.250000
Genus: mirabilis 	 NumberInCluster: 1 	 PercentageInCluster: 0.027027
Genus: asclepias 	 NumberInCluster: 2 	 PercentageInCluster: 0.021978
Genus: helianthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.037037
Genus: garrya 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: vauquelinia 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: calandrinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: desmodium 	 NumberInCluster: 4 	 PercentageInCluster: 0.057143
Genus: physaria 	 NumberInCluster: 3 	 PercentageInCluster: 0.071429
Genus: yucca 	 NumberInCluster: 5 	 PercentageInCluster: 0.111111
Genus: robinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: lupinus 	 NumberInCluster: 15 	 PercentageInCluster: 0.043860
Genus: zigadenus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: krigia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: platanus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: bidens 	 NumberInCluster: 2 	 PercentageInCluster: 0.028169
Genus: achnatherum 	 NumberInCluster: 1 	 PercentageInCluster: 0.024390
Genus: mahonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: solanum 	 NumberInCluster: 2 	 PercentageInCluster: 0.018519
Genus: marah 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: mimosa 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: bulbostylis 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: hedeoma 	 NumberInCluster: 7 	 PercentageInCluster: 0.291667
Genus: glandularia 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: arceuthobium 	 NumberInCluster: 4 	 PercentageInCluster: 0.181818
Genus: pectis 	 NumberInCluster: 3 	 PercentageInCluster: 0.120000
Genus: gutierrezia 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: logfia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: aristolochia 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: cymopterus 	 NumberInCluster: 2 	 PercentageInCluster: 0.046512
Genus: calliandra 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: eryngium 	 NumberInCluster: 2 	 PercentageInCluster: 0.048780
Genus: porophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: bebbia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: stephanomeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: linum 	 NumberInCluster: 2 	 PercentageInCluster: 0.037736
Genus: bouteloua 	 NumberInCluster: 8 	 PercentageInCluster: 0.242424
Genus: stellaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.044444
Genus: bromus 	 NumberInCluster: 1 	 PercentageInCluster: 0.014706
Genus: psilostrophe 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: verbesina 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: microseris 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: condalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: chilopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: vulpia 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: acourtia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: cladium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: primula 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Cluster = 6
Genus: senecio 	 NumberInCluster: 25 	 PercentageInCluster: 0.290698
Genus: sibbaldia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriophyllum 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: lithophragma 	 NumberInCluster: 4 	 PercentageInCluster: 0.307692
Genus: argyrochosma 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: rorippa 	 NumberInCluster: 7 	 PercentageInCluster: 0.162791
Genus: lotus 	 NumberInCluster: 1 	 PercentageInCluster: 0.012195
Genus: geranium 	 NumberInCluster: 8 	 PercentageInCluster: 0.142857
Genus: hedysarum 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: elyleymus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: tradescantia 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: symphoricarpos 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: verbena 	 NumberInCluster: 1 	 PercentageInCluster: 0.018182
Genus: puccinellia 	 NumberInCluster: 2 	 PercentageInCluster: 0.052632
Genus: aspidotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: piperia 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: isoetes 	 NumberInCluster: 2 	 PercentageInCluster: 0.037736
Genus: geum 	 NumberInCluster: 4 	 PercentageInCluster: 0.117647
Genus: hydrophyllum 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: androsace 	 NumberInCluster: 5 	 PercentageInCluster: 0.333333
Genus: penstemon 	 NumberInCluster: 105 	 PercentageInCluster: 0.270619
Genus: lomatium 	 NumberInCluster: 25 	 PercentageInCluster: 0.221239
Genus: cleomella 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: stenogonum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: echinops 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: montia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: purshia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: crypsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: conioselinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: downingia 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: sullivantia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: lythrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: trillium 	 NumberInCluster: 2 	 PercentageInCluster: 0.041667
Genus: danthonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: gaultheria 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: echinocereus 	 NumberInCluster: 2 	 PercentageInCluster: 0.035088
Genus: aletes 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: gaillardia 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: gentianopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: sedum 	 NumberInCluster: 4 	 PercentageInCluster: 0.055556
Genus: kelloggia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: calochortus 	 NumberInCluster: 7 	 PercentageInCluster: 0.089744
Genus: scutellaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.013158
Genus: delphinium 	 NumberInCluster: 14 	 PercentageInCluster: 0.132075
Genus: quercus 	 NumberInCluster: 2 	 PercentageInCluster: 0.008696
Genus: sphaeromeria 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: smelowskia 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: ivesia 	 NumberInCluster: 2 	 PercentageInCluster: 0.046512
Genus: mentzelia 	 NumberInCluster: 19 	 PercentageInCluster: 0.215909
