Cluster = 0
Cluster = 1
Genus: ocimum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pneumatopteris 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: alocasia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: triphasia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cenchrus 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: watsonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: prosopis 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: isachne 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: pennisetum 	 NumberInCluster: 5 	 PercentageInCluster: 0.294118
Genus: ixophorus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polygonum 	 NumberInCluster: 1 	 PercentageInCluster: 0.009434
Genus: chromolaena 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: operculina 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: coprosma 	 NumberInCluster: 15 	 PercentageInCluster: 0.937500
Genus: hibiscadelphus 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: plumbago 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: morinda 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: dioscorea 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: cibotium 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: gossypium 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: nesoluma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: streptosolen 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: talinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: leucaena 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: laguncularia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ardisia 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: rumex 	 NumberInCluster: 4 	 PercentageInCluster: 0.054795
Genus: microlaena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mimosa 	 NumberInCluster: 3 	 PercentageInCluster: 0.090909
Genus: eucalyptus 	 NumberInCluster: 21 	 PercentageInCluster: 0.617647
Genus: oenothera 	 NumberInCluster: 1 	 PercentageInCluster: 0.010000
Genus: elaphoglossum 	 NumberInCluster: 11 	 PercentageInCluster: 0.354839
Genus: andropogon 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: nestegis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: corchorus 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: xanthosoma 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: laportea 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: sticherus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: strumpfia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: exothea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ochna 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: piper 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: coursetia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lotus 	 NumberInCluster: 1 	 PercentageInCluster: 0.012195
Genus: clidemia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: selenicereus 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: bucida 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: schiedea 	 NumberInCluster: 31 	 PercentageInCluster: 1.000000
Genus: plantago 	 NumberInCluster: 10 	 PercentageInCluster: 0.212766
Genus: alstonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: crinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: dichelachne 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: antidesma 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: setaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.100000
Genus: jatropha 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: heliotropium 	 NumberInCluster: 4 	 PercentageInCluster: 0.117647
Genus: argyroxiphium 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: sceptridium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: wedelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: thevetia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sida 	 NumberInCluster: 7 	 PercentageInCluster: 0.241379
Genus: cajanus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: fragaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: sporobolus 	 NumberInCluster: 5 	 PercentageInCluster: 0.119048
Genus: spondias 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: caesalpinia 	 NumberInCluster: 4 	 PercentageInCluster: 0.222222
Genus: claoxylon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sidastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: kalimeris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psilotum 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: gahnia 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: mallotus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dryopteris 	 NumberInCluster: 16 	 PercentageInCluster: 0.326531
Genus: crossopetalum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: aristida 	 NumberInCluster: 1 	 PercentageInCluster: 0.018182
Genus: pouteria 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: harrisia 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: schizostachyum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tamarindus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: galphimia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: stictocardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cayaponia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: toona 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: rubus 	 NumberInCluster: 7 	 PercentageInCluster: 0.027132
Genus: sansevieria 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: atriplex 	 NumberInCluster: 2 	 PercentageInCluster: 0.017094
Genus: microgramma 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sphagneticola 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: paspalidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: marsilea 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: erithalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: hippeastrum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: ficus 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: hibiscus 	 NumberInCluster: 24 	 PercentageInCluster: 0.480000
Genus: corynocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: caucalis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: arthrostemma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: chenopodium 	 NumberInCluster: 2 	 PercentageInCluster: 0.027778
Genus: elaeocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: monstera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tropaeolum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: annona 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: huperzia 	 NumberInCluster: 17 	 PercentageInCluster: 0.447368
Genus: physalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.019608
Genus: pteralyxia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: passiflora 	 NumberInCluster: 13 	 PercentageInCluster: 0.282609
Genus: sagina 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: clermontia 	 NumberInCluster: 40 	 PercentageInCluster: 1.000000
Genus: funastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: syzygium 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: alsinidendron 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: lepturus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: euchiton 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: reynoldsia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: artabotrys 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: paullinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: gliricidia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: livistona 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: hedyotis 	 NumberInCluster: 26 	 PercentageInCluster: 0.896552
Genus: prunus 	 NumberInCluster: 1 	 PercentageInCluster: 0.011494
Genus: medinilla 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aristea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: manihot 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: cakile 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: aloe 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ludwigia 	 NumberInCluster: 1 	 PercentageInCluster: 0.024390
Genus: turnera 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: selaginella 	 NumberInCluster: 6 	 PercentageInCluster: 0.100000
Genus: wissadula 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: heteropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: oldenlandiopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: baltimora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: platydesma 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: thuarea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: byrsonima 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: cryptostegia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: duranta 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mucuna 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: cyathea 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: zanthoxylum 	 NumberInCluster: 7 	 PercentageInCluster: 0.350000
Genus: diplazium 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: sicyos 	 NumberInCluster: 14 	 PercentageInCluster: 0.700000
Genus: sadleria 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: psydrax 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: epilobium 	 NumberInCluster: 2 	 PercentageInCluster: 0.036364
Genus: fimbristylis 	 NumberInCluster: 8 	 PercentageInCluster: 0.296296
Genus: amaranthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.058824
Genus: carex 	 NumberInCluster: 10 	 PercentageInCluster: 0.014409
Genus: prosthechea 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: oreobolus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: haematoxylum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: portulaca 	 NumberInCluster: 5 	 PercentageInCluster: 0.263158
Genus: phyla 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: jacaranda 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polystichum 	 NumberInCluster: 3 	 PercentageInCluster: 0.100000
Genus: exostema 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: kunzea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: argemone 	 NumberInCluster: 3 	 PercentageInCluster: 0.096774
Genus: microlepia 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: alyxia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eleocharis 	 NumberInCluster: 4 	 PercentageInCluster: 0.045977
Genus: astelia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: aleurites 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: plumeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: rhus 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: phaius 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: capparis 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: myoporum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: amphitecna 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sophora 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: santalum 	 NumberInCluster: 10 	 PercentageInCluster: 1.000000
Genus: lepisorus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: capsicum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: barleria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: melinis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: thunbergia 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: pleopeltis 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: spermolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: acanthocereus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: reichardia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: doryopteris 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: petasites 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: zoysia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: schoenus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: crescentia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: urera 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: pteridium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: munroidendron 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cayratia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sanicula 	 NumberInCluster: 4 	 PercentageInCluster: 0.153846
Genus: pseudophegopteris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: jacquemontia 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: poa 	 NumberInCluster: 3 	 PercentageInCluster: 0.028846
Genus: asclepias 	 NumberInCluster: 2 	 PercentageInCluster: 0.021978
Genus: manilkara 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: viola 	 NumberInCluster: 13 	 PercentageInCluster: 0.072222
Genus: hybanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: eugenia 	 NumberInCluster: 8 	 PercentageInCluster: 0.228571
Genus: oeceoclades 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: melastoma 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: phytolacca 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: schefflera 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cryptocarya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mollugo 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: trembleya 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: cyclopogon 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: pimenta 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: washingtonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: hillebrandia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: grammitis 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: solanum 	 NumberInCluster: 14 	 PercentageInCluster: 0.129630
Genus: alternanthera 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: herissantia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: suriana 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hesperocnide 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: dichanthelium 	 NumberInCluster: 4 	 PercentageInCluster: 0.063492
Genus: celtis 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: ageratina 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: thelypteris 	 NumberInCluster: 13 	 PercentageInCluster: 0.173333
Genus: pleomele 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: anredera 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: kyllinga 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: polypogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: philadelphus 	 NumberInCluster: 1 	 PercentageInCluster: 0.028571
Genus: ophioglossum 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: pityrogramma 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: anthephora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: habenaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: picrasma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: morelotia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xylosma 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: dicranopteris 	 NumberInCluster: 6 	 PercentageInCluster: 0.666667
Genus: chiococca 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: buddleja 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: cystopteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: rhodomyrtus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: vernicia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ionopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: bourreria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: cleome 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: boerhavia 	 NumberInCluster: 4 	 PercentageInCluster: 0.210526
Genus: haplostachys 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: spathodea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: opuntia 	 NumberInCluster: 5 	 PercentageInCluster: 0.066667
Genus: aeschynomene 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: korthalsella 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: streblus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hamelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: merremia 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: delonix 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thespesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cyrtandra 	 NumberInCluster: 101 	 PercentageInCluster: 1.000000
Genus: scaevola 	 NumberInCluster: 14 	 PercentageInCluster: 1.000000
Genus: spermacoce 	 NumberInCluster: 6 	 PercentageInCluster: 0.375000
Genus: adenostemma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: argyrautia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: montanoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: angiopteris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: commelina 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: argyreia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lyonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: citharexylum 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: melicope 	 NumberInCluster: 48 	 PercentageInCluster: 1.000000
Genus: scabiosa 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: schoenoplectus 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: caperonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: gyminda 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lagascea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: clusia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: garnotia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: uncinia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: bonamia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hippocratea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: marattia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: waltheria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cannabis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: grevillea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: lycium 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: centella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: asplenium 	 NumberInCluster: 35 	 PercentageInCluster: 0.346535
Genus: perrottetia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: miconia 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: odontonema 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: eurya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lindsaea 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: chloris 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: moringa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: epipremnum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: smilax 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: centaurium 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: dalbergia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: ilex 	 NumberInCluster: 2 	 PercentageInCluster: 0.050000
Genus: vandenboschia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: osteospermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: phymatosorus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: capraria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: blechum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sapium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: canavalia 	 NumberInCluster: 10 	 PercentageInCluster: 0.769231
Genus: lysimachia 	 NumberInCluster: 23 	 PercentageInCluster: 0.511111
Genus: ernodea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: agave 	 NumberInCluster: 3 	 PercentageInCluster: 0.068182
Genus: pilea 	 NumberInCluster: 3 	 PercentageInCluster: 0.130435
Genus: desmanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: sideroxylon 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: adenanthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: emilia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: microsorum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rhynchospora 	 NumberInCluster: 6 	 PercentageInCluster: 0.057692
Genus: cocos 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lycopodium 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: castilleja 	 NumberInCluster: 1 	 PercentageInCluster: 0.006211
Genus: machaerina 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: eriobotrya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phyllostegia 	 NumberInCluster: 38 	 PercentageInCluster: 1.000000
Genus: muehlenbeckia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ambrosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: pteris 	 NumberInCluster: 7 	 PercentageInCluster: 0.291667
Genus: tibouchina 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: coccinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tradescantia 	 NumberInCluster: 2 	 PercentageInCluster: 0.047619
Genus: celosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: eriocaulon 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: peperomia 	 NumberInCluster: 29 	 PercentageInCluster: 0.547170
Genus: bougainvillea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: jasminum 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: schlumbergera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: macaranga 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: plectranthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: chrysopogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: strongylodon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: fitchia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: myrcianthes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: drymaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: pseudogynoxys 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psychotria 	 NumberInCluster: 26 	 PercentageInCluster: 0.565217
Genus: joinvillea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: benincasa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tectaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: indigofera 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: gunnera 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: artemisia 	 NumberInCluster: 3 	 PercentageInCluster: 0.029703
Genus: croton 	 NumberInCluster: 5 	 PercentageInCluster: 0.079365
Genus: kalanchoe 	 NumberInCluster: 6 	 PercentageInCluster: 0.545455
Genus: odontosoria 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: salvia 	 NumberInCluster: 5 	 PercentageInCluster: 0.058824
Genus: wikstroemia 	 NumberInCluster: 16 	 PercentageInCluster: 1.000000
Genus: cyanea 	 NumberInCluster: 91 	 PercentageInCluster: 1.000000
Genus: schizaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: cosmos 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: phyllanthus 	 NumberInCluster: 6 	 PercentageInCluster: 0.181818
Genus: gouania 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: mangifera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: solandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lipochaeta 	 NumberInCluster: 27 	 PercentageInCluster: 1.000000
