Cluster = 0
Cluster = 1
Genus: senna 	 NumberInCluster: 6 	 PercentageInCluster: 0.117647
Genus: solidago 	 NumberInCluster: 1 	 PercentageInCluster: 0.006944
Genus: rhus 	 NumberInCluster: 7 	 PercentageInCluster: 0.233333
Genus: tetradymia 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: sophora 	 NumberInCluster: 4 	 PercentageInCluster: 0.333333
Genus: sphaeralcea 	 NumberInCluster: 14 	 PercentageInCluster: 0.297872
Genus: tripterocalyx 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: hackelia 	 NumberInCluster: 8 	 PercentageInCluster: 0.190476
Genus: aliciella 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: pleopeltis 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: valeriana 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: mirabilis 	 NumberInCluster: 2 	 PercentageInCluster: 0.054054
Genus: perideridia 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: arabis 	 NumberInCluster: 1 	 PercentageInCluster: 0.006849
Genus: enteropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: anoda 	 NumberInCluster: 6 	 PercentageInCluster: 0.857143
Genus: galium 	 NumberInCluster: 4 	 PercentageInCluster: 0.025157
Genus: adenophyllum 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: acer 	 NumberInCluster: 2 	 PercentageInCluster: 0.050000
Genus: sairocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: oligomeris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: woodsia 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: besseya 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: echinocactus 	 NumberInCluster: 4 	 PercentageInCluster: 0.571429
Genus: schistophragma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: browallia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: asclepias 	 NumberInCluster: 11 	 PercentageInCluster: 0.120879
Genus: helianthus 	 NumberInCluster: 7 	 PercentageInCluster: 0.086420
Genus: tetramerium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: viola 	 NumberInCluster: 4 	 PercentageInCluster: 0.022222
Genus: aeschynomene 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: pellaea 	 NumberInCluster: 4 	 PercentageInCluster: 0.160000
Genus: yucca 	 NumberInCluster: 7 	 PercentageInCluster: 0.155556
Genus: allowissadula 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nassella 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: acleisanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: zephyranthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: tumamoca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: gutierrezia 	 NumberInCluster: 6 	 PercentageInCluster: 0.545455
Genus: mabrya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leuciva 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: solanum 	 NumberInCluster: 10 	 PercentageInCluster: 0.092593
Genus: gilia 	 NumberInCluster: 2 	 PercentageInCluster: 0.027397
Genus: enneapogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: bouteloua 	 NumberInCluster: 10 	 PercentageInCluster: 0.303030
Genus: psorothamnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: bromus 	 NumberInCluster: 2 	 PercentageInCluster: 0.029412
Genus: psilostrophe 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: celtis 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: astrolepis 	 NumberInCluster: 6 	 PercentageInCluster: 0.666667
Genus: chilopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ageratina 	 NumberInCluster: 4 	 PercentageInCluster: 0.200000
Genus: froelichia 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: fendlerella 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: loeselia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: philadelphus 	 NumberInCluster: 9 	 PercentageInCluster: 0.257143
Genus: ophioglossum 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: allium 	 NumberInCluster: 8 	 PercentageInCluster: 0.054054
Genus: ceanothus 	 NumberInCluster: 2 	 PercentageInCluster: 0.023529
Genus: hesperodoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: hilaria 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: hymenoclea 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: hymenothrix 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: buddleja 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: microchloa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: atamisquea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: piptochaetium 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: lepidospartum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: crataegus 	 NumberInCluster: 1 	 PercentageInCluster: 0.005128
Genus: cleome 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: boerhavia 	 NumberInCluster: 9 	 PercentageInCluster: 0.473684
Genus: opuntia 	 NumberInCluster: 16 	 PercentageInCluster: 0.213333
Genus: hybanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: xanthocephalum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: noccaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: ranunculus 	 NumberInCluster: 8 	 PercentageInCluster: 0.056738
Genus: monardella 	 NumberInCluster: 1 	 PercentageInCluster: 0.017241
Genus: lilaeopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: apacheria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eurytaenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: schizachyrium 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: pyrrocoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: malvella 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sidalcea 	 NumberInCluster: 1 	 PercentageInCluster: 0.015625
Genus: commelina 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: nyctaginia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: melica 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: trachypogon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lagascea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: streptanthus 	 NumberInCluster: 5 	 PercentageInCluster: 0.079365
Genus: selenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: laennecia 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: salix 	 NumberInCluster: 2 	 PercentageInCluster: 0.011905
Genus: abronia 	 NumberInCluster: 2 	 PercentageInCluster: 0.068966
Genus: coreopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.065217
Genus: guilleminea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: brachystigma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: isocoma 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: berberis 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: clematis 	 NumberInCluster: 4 	 PercentageInCluster: 0.075472
Genus: cistanthe 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: lycium 	 NumberInCluster: 8 	 PercentageInCluster: 0.222222
Genus: seymeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: asplenium 	 NumberInCluster: 3 	 PercentageInCluster: 0.029703
Genus: phemeranthus 	 NumberInCluster: 6 	 PercentageInCluster: 0.352941
Genus: calylophus 	 NumberInCluster: 4 	 PercentageInCluster: 0.307692
Genus: chloris 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: stenorrhynchos 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lasthenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: parthenium 	 NumberInCluster: 5 	 PercentageInCluster: 0.294118
Genus: centaurium 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: macromeria 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: erioneuron 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: pseudocymopterus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: matricaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: leptochloa 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: polygonatum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: sicyosperma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: camissonia 	 NumberInCluster: 6 	 PercentageInCluster: 0.060606
Genus: paronychia 	 NumberInCluster: 2 	 PercentageInCluster: 0.044444
Genus: tordylium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pappophorum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: agave 	 NumberInCluster: 20 	 PercentageInCluster: 0.454545
Genus: desmanthus 	 NumberInCluster: 5 	 PercentageInCluster: 0.333333
Genus: sideroxylon 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: zapoteca 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: hedosyne 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: janusia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: castilleja 	 NumberInCluster: 11 	 PercentageInCluster: 0.068323
Genus: ionactis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: lithospermum 	 NumberInCluster: 6 	 PercentageInCluster: 0.285714
Genus: adolphia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: roldana 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ambrosia 	 NumberInCluster: 4 	 PercentageInCluster: 0.133333
Genus: asanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dodecatheon 	 NumberInCluster: 1 	 PercentageInCluster: 0.026316
Genus: graptopetalum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: erigeron 	 NumberInCluster: 26 	 PercentageInCluster: 0.098485
Genus: peniocereus 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: elymus 	 NumberInCluster: 4 	 PercentageInCluster: 0.060606
Genus: abutilon 	 NumberInCluster: 7 	 PercentageInCluster: 0.291667
Genus: cylindropuntia 	 NumberInCluster: 16 	 PercentageInCluster: 0.410256
Genus: clappia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: apodanthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: drymaria 	 NumberInCluster: 6 	 PercentageInCluster: 0.500000
Genus: wislizenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: hermannia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: chrysothamnus 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: indigofera 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: helenium 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: artemisia 	 NumberInCluster: 2 	 PercentageInCluster: 0.019802
Genus: sagittaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: jefea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stillingia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: croton 	 NumberInCluster: 10 	 PercentageInCluster: 0.158730
Genus: thelypodium 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: mammillaria 	 NumberInCluster: 11 	 PercentageInCluster: 0.523810
Genus: trifolium 	 NumberInCluster: 4 	 PercentageInCluster: 0.026846
Genus: cnidoscolus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: phyllanthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.090909
Genus: limonium 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: rhynchosia 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: anulocaulis 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: echinomastus 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: carminatia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: heliomeris 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: acacia 	 NumberInCluster: 10 	 PercentageInCluster: 0.188679
Genus: gymnosperma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: guardiola 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: zigadenus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: tidestromia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: garrya 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: eleocharis 	 NumberInCluster: 2 	 PercentageInCluster: 0.022989
Genus: desmodium 	 NumberInCluster: 13 	 PercentageInCluster: 0.185714
Genus: dyschoriste 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: hordeum 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: evax 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: platanus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: choisya 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: platanthera 	 NumberInCluster: 2 	 PercentageInCluster: 0.035088
Genus: bulbostylis 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: pinaropappus 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: pectis 	 NumberInCluster: 9 	 PercentageInCluster: 0.360000
Genus: pinus 	 NumberInCluster: 8 	 PercentageInCluster: 0.111111
Genus: aristolochia 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: matelea 	 NumberInCluster: 5 	 PercentageInCluster: 0.178571
Genus: aconitum 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: bartlettia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: calliandra 	 NumberInCluster: 4 	 PercentageInCluster: 0.363636
Genus: eryngium 	 NumberInCluster: 5 	 PercentageInCluster: 0.121951
Genus: porophyllum 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: stephanomeria 	 NumberInCluster: 3 	 PercentageInCluster: 0.111111
Genus: agalinis 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: nesaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Cluster = 3
Genus: senecio 	 NumberInCluster: 18 	 PercentageInCluster: 0.209302
Genus: vernonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.027027
Genus: dalea 	 NumberInCluster: 13 	 PercentageInCluster: 0.146067
Genus: reverchonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dimorphocarpa 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: argyrochosma 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: melampodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: rorippa 	 NumberInCluster: 1 	 PercentageInCluster: 0.023256
Genus: geranium 	 NumberInCluster: 8 	 PercentageInCluster: 0.142857
Genus: hedysarum 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: zinnia 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: tradescantia 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: symphoricarpos 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: tridens 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: puccinellia 	 NumberInCluster: 1 	 PercentageInCluster: 0.026316
Genus: ptelea 	 NumberInCluster: 5 	 PercentageInCluster: 0.357143
Genus: agoseris 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: penstemon 	 NumberInCluster: 117 	 PercentageInCluster: 0.301546
Genus: lomatium 	 NumberInCluster: 9 	 PercentageInCluster: 0.079646
Genus: ostrya 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: cleomella 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: stenogonum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: sapindus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: allionia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: bothriochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: veratrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: haploesthes 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: baccharis 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: argythamnia 	 NumberInCluster: 4 	 PercentageInCluster: 0.166667
Genus: sullivantia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: danthonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: perityle 	 NumberInCluster: 2 	 PercentageInCluster: 0.041667
Genus: echinocereus 	 NumberInCluster: 10 	 PercentageInCluster: 0.175439
Genus: thamnosma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: aletes 	 NumberInCluster: 6 	 PercentageInCluster: 0.750000
Genus: pomaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: houstonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: gaillardia 	 NumberInCluster: 6 	 PercentageInCluster: 0.260870
Genus: gentianopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: calochortus 	 NumberInCluster: 4 	 PercentageInCluster: 0.051282
Genus: scutellaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.026316
Genus: delphinium 	 NumberInCluster: 7 	 PercentageInCluster: 0.066038
Genus: quercus 	 NumberInCluster: 8 	 PercentageInCluster: 0.034783
Genus: sphaeromeria 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: roemeria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ivesia 	 NumberInCluster: 3 	 PercentageInCluster: 0.069767
Genus: mentzelia 	 NumberInCluster: 23 	 PercentageInCluster: 0.261364
Genus: eriogonum 	 NumberInCluster: 78 	 PercentageInCluster: 0.178899
Genus: cryptantha 	 NumberInCluster: 38 	 PercentageInCluster: 0.271429
Genus: petalonyx 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: arctostaphylos 	 NumberInCluster: 2 	 PercentageInCluster: 0.017094
Genus: aralia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: giliastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: myosurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: trisetum 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: paspalum 	 NumberInCluster: 1 	 PercentageInCluster: 0.015873
Genus: iliamna 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: gaura 	 NumberInCluster: 5 	 PercentageInCluster: 0.185185
Genus: machaeranthera 	 NumberInCluster: 14 	 PercentageInCluster: 0.285714
Genus: pseudocymopterus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: chimaphila 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: stanleya 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: populus 	 NumberInCluster: 2 	 PercentageInCluster: 0.066667
Genus: ptilagrostis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pectis 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: helictotrichon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cirsium 	 NumberInCluster: 25 	 PercentageInCluster: 0.225225
Genus: thalictrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: symphyotrichum 	 NumberInCluster: 3 	 PercentageInCluster: 0.020408
Genus: gentianella 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: spiraea 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: chamaesyce 	 NumberInCluster: 1 	 PercentageInCluster: 0.008403
Genus: eragrostis 	 NumberInCluster: 2 	 PercentageInCluster: 0.029412
Genus: chamaechaenactis 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: anemone 	 NumberInCluster: 2 	 PercentageInCluster: 0.041667
Genus: xylorhiza 	 NumberInCluster: 8 	 PercentageInCluster: 0.615385
Genus: pseudognaphalium 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: hymenoxys 	 NumberInCluster: 6 	 PercentageInCluster: 0.250000
Genus: frangula 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: grindelia 	 NumberInCluster: 18 	 PercentageInCluster: 0.327273
Genus: glossopetalon 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: bidens 	 NumberInCluster: 3 	 PercentageInCluster: 0.042254
Genus: tanacetum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: antennaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.035088
Genus: juncus 	 NumberInCluster: 1 	 PercentageInCluster: 0.005882
Genus: liatris 	 NumberInCluster: 1 	 PercentageInCluster: 0.014085
Genus: achnatherum 	 NumberInCluster: 3 	 PercentageInCluster: 0.073171
Genus: hieracium 	 NumberInCluster: 2 	 PercentageInCluster: 0.024691
Genus: primula 	 NumberInCluster: 4 	 PercentageInCluster: 0.137931
Genus: digitaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: vanclevea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cordylanthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.068182
Genus: muhlenbergia 	 NumberInCluster: 15 	 PercentageInCluster: 0.214286
Genus: berlandiera 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: palafoxia 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: polypodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: ephedra 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: minuartia 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: encelia 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: salvia 	 NumberInCluster: 1 	 PercentageInCluster: 0.011765
Genus: oxalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.025641
Genus: pediomelum 	 NumberInCluster: 8 	 PercentageInCluster: 0.285714
Genus: sarcocornia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cerastium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: corydalis 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: podistera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: psoralidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: potentilla 	 NumberInCluster: 12 	 PercentageInCluster: 0.089552
Genus: draba 	 NumberInCluster: 24 	 PercentageInCluster: 0.161074
Genus: lycurus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: nama 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: cycladenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: helianthella 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: claytonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.017857
Genus: mertensia 	 NumberInCluster: 5 	 PercentageInCluster: 0.156250
Genus: heterosperma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: harbouria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: androsace 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: flaveria 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: drymaria 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: lilium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022727
Genus: campanula 	 NumberInCluster: 1 	 PercentageInCluster: 0.028571
Genus: cyperus 	 NumberInCluster: 1 	 PercentageInCluster: 0.006897
Genus: arenaria 	 NumberInCluster: 11 	 PercentageInCluster: 0.183333
Genus: ribes 	 NumberInCluster: 2 	 PercentageInCluster: 0.020833
Genus: leymus 	 NumberInCluster: 2 	 PercentageInCluster: 0.086957
Genus: panicum 	 NumberInCluster: 5 	 PercentageInCluster: 0.060976
Genus: festuca 	 NumberInCluster: 6 	 PercentageInCluster: 0.096774
Genus: astragalus 	 NumberInCluster: 145 	 PercentageInCluster: 0.235772
Genus: platyschkuhria 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: agrostemma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: lepidium 	 NumberInCluster: 19 	 PercentageInCluster: 0.200000
Genus: sorbus 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: euphorbia 	 NumberInCluster: 2 	 PercentageInCluster: 0.022727
Genus: saxifraga 	 NumberInCluster: 3 	 PercentageInCluster: 0.026786
Genus: cheilanthes 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: escobaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: townsendia 	 NumberInCluster: 14 	 PercentageInCluster: 0.424242
Genus: sphaeralcea 	 NumberInCluster: 10 	 PercentageInCluster: 0.212766
Genus: cuscuta 	 NumberInCluster: 5 	 PercentageInCluster: 0.066667
Genus: sisyrinchium 	 NumberInCluster: 3 	 PercentageInCluster: 0.066667
Genus: oreoxis 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: tetraneuris 	 NumberInCluster: 9 	 PercentageInCluster: 0.428571
Genus: schkuhria 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: calamagrostis 	 NumberInCluster: 1 	 PercentageInCluster: 0.026316
Genus: engelmannia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dicoria 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: frasera 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: lesquerella 	 NumberInCluster: 20 	 PercentageInCluster: 0.198020
Genus: convolvulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: rhododendron 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: silene 	 NumberInCluster: 6 	 PercentageInCluster: 0.040268
Genus: pentagramma 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lewisia 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: pediocactus 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: conioselinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: teucrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: schoenocrambe 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: sporobolus 	 NumberInCluster: 4 	 PercentageInCluster: 0.095238
