Cluster = 0
Genus: senna 	 NumberInCluster: 3 	 PercentageInCluster: 0.058824
Genus: cyperus 	 NumberInCluster: 29 	 PercentageInCluster: 0.200000
Genus: touchardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: styphelia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sechium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: panicum 	 NumberInCluster: 15 	 PercentageInCluster: 0.182927
Genus: festuca 	 NumberInCluster: 1 	 PercentageInCluster: 0.016129
Genus: lepidium 	 NumberInCluster: 9 	 PercentageInCluster: 0.094737
Genus: euphorbia 	 NumberInCluster: 3 	 PercentageInCluster: 0.034091
Genus: asystasia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cheilanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: cordia 	 NumberInCluster: 3 	 PercentageInCluster: 0.130435
Genus: nymphaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: fraxinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: cuscuta 	 NumberInCluster: 1 	 PercentageInCluster: 0.013333
Genus: morella 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: dubautia 	 NumberInCluster: 48 	 PercentageInCluster: 1.000000
Genus: coniogramme 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sisyrinchium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: entada 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: calotropis 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: breynia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: doodia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: terminalia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: trichomanes 	 NumberInCluster: 5 	 PercentageInCluster: 0.151515
Genus: lindernia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: spathoglottis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: flindersia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: digitaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.111111
Genus: lepechinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: crassocephalum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ipomoea 	 NumberInCluster: 6 	 PercentageInCluster: 0.088235
Genus: remya 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: scleria 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: acaena 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: erigeron 	 NumberInCluster: 1 	 PercentageInCluster: 0.003788
Genus: cuphea 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: convolvulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: gmelina 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: stylosanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: silene 	 NumberInCluster: 7 	 PercentageInCluster: 0.046980
Genus: cymbopogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: helichrysum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tacca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: justicia 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: calophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: alnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: adiantum 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: conocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: persea 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: diellia 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: stenogyne 	 NumberInCluster: 23 	 PercentageInCluster: 1.000000
Genus: oxyspora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: holmskioldia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acrostichum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: myrsine 	 NumberInCluster: 20 	 PercentageInCluster: 0.909091
Genus: sporobolus 	 NumberInCluster: 4 	 PercentageInCluster: 0.095238
Genus: charpentiera 	 NumberInCluster: 9 	 PercentageInCluster: 1.000000
Genus: swietenia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: juncus 	 NumberInCluster: 2 	 PercentageInCluster: 0.011765
Genus: campyloneurum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: nototrichium 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: centratherum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: artabotrys 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clerodendrum 	 NumberInCluster: 5 	 PercentageInCluster: 0.277778
Genus: heterocentron 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xyris 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: cinnamomum 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: pneumatopteris 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: cenchrus 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: watsonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: prosopis 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: isachne 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: pennisetum 	 NumberInCluster: 4 	 PercentageInCluster: 0.235294
Genus: ixophorus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polygonum 	 NumberInCluster: 1 	 PercentageInCluster: 0.009434
Genus: coprosma 	 NumberInCluster: 15 	 PercentageInCluster: 0.937500
Genus: hibiscadelphus 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: plumbago 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: morinda 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: dioscorea 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: cibotium 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: mangifera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nesoluma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: streptosolen 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: talinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ardisia 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: rumex 	 NumberInCluster: 5 	 PercentageInCluster: 0.068493
Genus: microlaena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mimosa 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: eucalyptus 	 NumberInCluster: 23 	 PercentageInCluster: 0.676471
Genus: oenothera 	 NumberInCluster: 1 	 PercentageInCluster: 0.010000
Genus: elaphoglossum 	 NumberInCluster: 11 	 PercentageInCluster: 0.354839
Genus: zoysia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: nestegis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: corchorus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: hyptis 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: xanthosoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: laportea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sticherus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sauvagesia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ochna 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: piper 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: nephrolepis 	 NumberInCluster: 6 	 PercentageInCluster: 0.428571
Genus: lotus 	 NumberInCluster: 1 	 PercentageInCluster: 0.012195
Genus: clidemia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: selenicereus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: polystichum 	 NumberInCluster: 3 	 PercentageInCluster: 0.100000
Genus: trematolobelia 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: plantago 	 NumberInCluster: 10 	 PercentageInCluster: 0.212766
Genus: alstonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dichelachne 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: antidesma 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: setaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: jatropha 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: clusia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pterolepis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: argyroxiphium 	 NumberInCluster: 8 	 PercentageInCluster: 1.000000
Genus: sceptridium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thevetia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sida 	 NumberInCluster: 3 	 PercentageInCluster: 0.103448
Genus: flueggea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: fragaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: caesalpinia 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: claoxylon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sidastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: kalimeris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psilotum 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: gahnia 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: mallotus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dryopteris 	 NumberInCluster: 16 	 PercentageInCluster: 0.326531
Genus: pouteria 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: harrisia 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: schizostachyum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stictocardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: toona 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: rubus 	 NumberInCluster: 8 	 PercentageInCluster: 0.031008
Genus: atriplex 	 NumberInCluster: 2 	 PercentageInCluster: 0.017094
Genus: cordyline 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: paspalidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: marsilea 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: hippeastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ficus 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: hibiscus 	 NumberInCluster: 21 	 PercentageInCluster: 0.420000
Genus: corynocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: caucalis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: arthrostemma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: chenopodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.013889
Genus: elaeocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tropaeolum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: jacquemontia 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: pteralyxia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: passiflora 	 NumberInCluster: 10 	 PercentageInCluster: 0.217391
Genus: sagina 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: clermontia 	 NumberInCluster: 40 	 PercentageInCluster: 1.000000
Genus: syzygium 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: alsinidendron 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: lepturus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: euchiton 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: reynoldsia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mucuna 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: livistona 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: hedyotis 	 NumberInCluster: 26 	 PercentageInCluster: 0.896552
Genus: medinilla 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aristea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: manihot 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: turnera 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: selaginella 	 NumberInCluster: 6 	 PercentageInCluster: 0.100000
Genus: oldenlandiopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: baltimora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: platydesma 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: cyathea 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: zanthoxylum 	 NumberInCluster: 6 	 PercentageInCluster: 0.300000
Genus: diplazium 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: sicyos 	 NumberInCluster: 14 	 PercentageInCluster: 0.700000
Genus: sadleria 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: psydrax 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: epilobium 	 NumberInCluster: 2 	 PercentageInCluster: 0.036364
Genus: fimbristylis 	 NumberInCluster: 5 	 PercentageInCluster: 0.185185
Genus: amaranthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.039216
Genus: carex 	 NumberInCluster: 10 	 PercentageInCluster: 0.014409
Genus: oreobolus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: haematoxylum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: portulaca 	 NumberInCluster: 4 	 PercentageInCluster: 0.210526
Genus: jacaranda 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: kunzea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: argemone 	 NumberInCluster: 3 	 PercentageInCluster: 0.096774
Genus: microlepia 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: alyxia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eleocharis 	 NumberInCluster: 1 	 PercentageInCluster: 0.011494
Genus: astelia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: aleurites 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: rhus 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: phaius 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: capparis 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: myoporum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sophora 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: santalum 	 NumberInCluster: 10 	 PercentageInCluster: 1.000000
Genus: lepisorus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: barleria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: melinis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: thunbergia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: spermolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: doryopteris 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: petasites 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: sanicula 	 NumberInCluster: 4 	 PercentageInCluster: 0.153846
Genus: peperomia 	 NumberInCluster: 26 	 PercentageInCluster: 0.490566
Genus: abelmoschus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: urera 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: pteridium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: munroidendron 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cayratia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: costus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: pseudophegopteris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acacia 	 NumberInCluster: 5 	 PercentageInCluster: 0.094340
Genus: poa 	 NumberInCluster: 3 	 PercentageInCluster: 0.028846
Genus: asclepias 	 NumberInCluster: 1 	 PercentageInCluster: 0.010989
Genus: viola 	 NumberInCluster: 13 	 PercentageInCluster: 0.072222
Genus: eugenia 	 NumberInCluster: 3 	 PercentageInCluster: 0.085714
Genus: melastoma 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: arundina 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phytolacca 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: schefflera 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cryptocarya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trembleya 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pimenta 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hillebrandia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: grammitis 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: solanum 	 NumberInCluster: 7 	 PercentageInCluster: 0.064815
Genus: alternanthera 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: chrysophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hesperocnide 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: dichanthelium 	 NumberInCluster: 4 	 PercentageInCluster: 0.063492
Genus: ageratina 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: thelypteris 	 NumberInCluster: 11 	 PercentageInCluster: 0.146667
Genus: pleomele 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: kyllinga 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: polypogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: philadelphus 	 NumberInCluster: 1 	 PercentageInCluster: 0.028571
Genus: ophioglossum 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: pityrogramma 	 NumberInCluster: 5 	 PercentageInCluster: 0.555556
Genus: anthephora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pandanus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: habenaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: gossypium 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: morelotia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xylosma 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: dicranopteris 	 NumberInCluster: 6 	 PercentageInCluster: 0.666667
Genus: basella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: buddleja 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: cystopteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: rhodomyrtus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: vernicia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cleome 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: boerhavia 	 NumberInCluster: 3 	 PercentageInCluster: 0.157895
Genus: cyrtandra 	 NumberInCluster: 101 	 PercentageInCluster: 1.000000
Genus: spathodea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: opuntia 	 NumberInCluster: 1 	 PercentageInCluster: 0.013333
Genus: aeschynomene 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: streblus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ranunculus 	 NumberInCluster: 3 	 PercentageInCluster: 0.021277
Genus: merremia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: delonix 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thespesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: erechtites 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: haplostachys 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: scaevola 	 NumberInCluster: 13 	 PercentageInCluster: 0.928571
Genus: spermacoce 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: adenostemma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: argyrautia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: montanoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: angiopteris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: argyreia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cereus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: citharexylum 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: melicope 	 NumberInCluster: 48 	 PercentageInCluster: 1.000000
Genus: scabiosa 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: schoenoplectus 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: garnotia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: uncinia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: bonamia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: trisetum 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: leptospermum 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: cannabis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: grevillea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: lycium 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: centella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: asplenium 	 NumberInCluster: 33 	 PercentageInCluster: 0.326733
Genus: perrottetia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: miconia 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: odontonema 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: eurya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lindsaea 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: chloris 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: epipremnum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: smilax 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: athyrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: ilex 	 NumberInCluster: 2 	 PercentageInCluster: 0.050000
Genus: vandenboschia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phymatosorus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: phormium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: canavalia 	 NumberInCluster: 8 	 PercentageInCluster: 0.615385
Genus: lysimachia 	 NumberInCluster: 23 	 PercentageInCluster: 0.511111
Genus: agave 	 NumberInCluster: 1 	 PercentageInCluster: 0.022727
Genus: pilea 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: desmanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: adenanthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: emilia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: microsorum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rhynchospora 	 NumberInCluster: 8 	 PercentageInCluster: 0.076923
Genus: lycopodium 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: castilleja 	 NumberInCluster: 1 	 PercentageInCluster: 0.006211
Genus: machaerina 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: phyllostegia 	 NumberInCluster: 38 	 PercentageInCluster: 1.000000
Genus: muehlenbeckia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: tibouchina 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: eriocaulon 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: jasminum 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: schlumbergera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: macaranga 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: plectranthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: chrysopogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: strongylodon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: fitchia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: drymaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: pseudogynoxys 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psychotria 	 NumberInCluster: 24 	 PercentageInCluster: 0.521739
Genus: joinvillea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: benincasa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: indigofera 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: gunnera 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: artemisia 	 NumberInCluster: 3 	 PercentageInCluster: 0.029703
Genus: kalanchoe 	 NumberInCluster: 4 	 PercentageInCluster: 0.363636
Genus: odontosoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: wikstroemia 	 NumberInCluster: 16 	 PercentageInCluster: 1.000000
Genus: cyanea 	 NumberInCluster: 91 	 PercentageInCluster: 1.000000
Genus: schizaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: phyllanthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: gouania 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: pentas 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: colubrina 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: sesbania 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: korthalsella 	 NumberInCluster: 6 	 PercentageInCluster: 1.000000
Genus: cyanthillium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: melochia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: tectona 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dianella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: lupinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.002924
Genus: desmodium 	 NumberInCluster: 6 	 PercentageInCluster: 0.085714
Genus: dichanthium 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: tetraplasandra 	 NumberInCluster: 7 	 PercentageInCluster: 1.000000
Genus: lophostemon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pseudelephantopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cyrtomium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: phoenix 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
